"account.id","price.level","no.seats","marketing.source","season","location","set","multiple.tickets"
"001i000000NuRRj","4",2,"","2011-2012","San Francisco","6","no"
"001i000000NuR7F","3",1,"","2011-2012","Berkeley Saturday","7","no"
"001i000000NuPT0","3",2,"","2011-2012","Peninsula","7","no"
"001i000000NuRWn","4",1,"","2012-2013","Berkeley Saturday","1","no"
"001i000000NuOld","2",3,"","2010-2011","Berkeley Sunday","1","no"
"001i000000NuOYZ","3",2,"Other","2013-2014","Berkeley Sunday","1","no"
"001i000000LhydZ","2",1,"","2012-2013","Berkeley Saturday","6","no"
"001i000000NuRFi","4",2,"","2012-2013","San Francisco","5","no"
"001i000000NuRJu","2",1,"","2011-2012","San Francisco","4","no"
"001i000000NuR3X","3",3,"","2010-2011","San Francisco","5","no"
"001i000000NuOFJ","2",2,"Philharmonia website","2013-2014","Berkeley Sunday","3","no"
"001i000000q7wB3","3",3,"","2013-2014","Berkeley Saturday","2","no"
"001i000000NuRQE","0",2,"","2011-2012","Berkeley Sunday","4","no"
"001i000000NuOtA","2",2,"","2011-2012","Peninsula","7","no"
"001i000000NuR3e","4",8,"","2010-2011","San Francisco","5","yes"
"001i000000NuRCW","4",2,"","2012-2013","San Francisco","3","no"
"001i000000NuRRh","4",12,"","2011-2012","San Francisco","6","yes"
"001i000000NuRBv","4",2,"Philharmonia website","2013-2014","Berkeley Saturday","6","no"
"001i000000NuQxV","4",2,"","2010-2011","San Francisco","3","no"
"001i000000NuRDP","4",4,"Philharmonia website","2013-2014","Berkeley Saturday","4","no"
"001i000000NuOYX","3",1,"","2011-2012","Berkeley Sunday","2","no"
"001i000000NuRV6","",1,"","2012-2013","Berkeley Saturday","6","no"
"001i000000oks2C","1",2,"Philharmonia website","2013-2014","Berkeley Saturday","6","no"
"001i000000NuRFN","3",3,"Other","2013-2014","Berkeley Sunday","1","no"
"001i000000NuRWq","4",2,"","2011-2012","Peninsula","2","no"
"001i000000NuO8J","4",1,"","2011-2012","Berkeley Sunday","4","no"
"001i000000NuRF4","1",3,"","2012-2013","Berkeley Saturday","3","no"
"001i000000Lhydq","4",1,"Other","2013-2014","San Francisco","4","no"
"001i000000NuRGv","1",2,"","2012-2013","Berkeley Sunday","6","no"
"001i000000NuQq5","4",2,"","2012-2013","San Francisco","5","no"
"001i000000NuPu5","2",2,"","2011-2012","San Francisco","4","no"
"001i000000NuRT0","4",2,"","2013-2014","San Francisco","3","no"
"001i000000NuRSx","3",2,"","2011-2012","Peninsula","2","no"
"001i000000oks4S","4",1,"City Box Office newsletter","2013-2014","Berkeley Saturday","4","no"
"001i000000NuRC4","3",2,"","2010-2011","San Francisco","7","no"
"001i000000NuRVp","4",1,"","2011-2012","San Francisco","7","no"
"001i000000oks2I","1",1,"Word of mouth","2013-2014","Berkeley Saturday","1","no"
"001i000000NuNzl","4",1,"","2012-2013","Berkeley Sunday","1","no"
"001i000000NuQJ2","2",2,"","2010-2011","Berkeley Sunday","1","no"
"001i000000NuREd","4",1,"","2012-2013","Berkeley Sunday","3","no"
"001i000000NuRGV","4",2,"","2012-2013","San Francisco","6","no"
"001i000000NuRSM","4",1,"","2011-2012","","3","no"
"001i000000LhyW0","",1,"","2012-2013","Berkeley Saturday","6","no"
"001i000000NuRS2","2",2,"","2011-2012","San Francisco","7","no"
"001i000000NuRKs","2",3,"","2011-2012","San Francisco","6","yes"
"001i000000oks3G","4",1,"Web search","2013-2014","Berkeley Saturday","1","no"
"001i000000NuQjf","4",1,"","2011-2012","Berkeley Sunday","6","no"
"001i000000oks4h","1",2,"KDFC Radio","2013-2014","Berkeley Sunday","4","no"
"001i000000LhyVm","4",2,"Other","2013-2014","Berkeley Saturday","2","no"
"001i000000NuOg3","4",2,"","2011-2012","Berkeley Saturday","4","no"
"001i000000NuRQo","4",2,"","2012-2013","San Francisco","2","no"
"001i000000Li96a","3",2,"","2012-2013","Berkeley Sunday","3","no"
"001i000000oks3U","4",1,"Postcard or brochure","2013-2014","Berkeley Sunday","5","no"
"001i000000NuRKo","4",2,"","2010-2011","Peninsula","6","no"
"001i000000NuRUr","2",8,"","2011-2012","Berkeley Saturday","2","yes"
"001i000000oks1w","1",4,"Other","2013-2014","Berkeley Saturday","4","no"
"001i000000NuOhT","2",4,"Other","2013-2014","San Francisco","5","no"
"001i000000oks1h","4",2,"Web search","2013-2014","Peninsula","2","no"
"001i000000NuRC2","4",1,"Philharmonia website","2013-2014","San Francisco","1","no"
"001i000000NuPs9","3",4,"","2011-2012","Berkeley Saturday","7","no"
"001i000000NuOQZ","3",1,"","2013-2014","Berkeley Sunday","1","no"
"001i000000NuRLA","1",1,"","2011-2012","San Francisco","6","no"
"001i000000NuQ7k","4",1,"","2010-2011","San Francisco","1","no"
"001i000000NuPnl","3",2,"","2010-2011","Berkeley Sunday","3","no"
"001i000000NuRQA","4",2,"","2012-2013","San Francisco","4","no"
"001i000000NuQyP","0",1,"","2010-2011","Family concert","","no"
"001i000000LhyW5","2",4,"","2011-2012","San Francisco","7","yes"
"001i000000Li96W","3",1,"","2012-2013","Berkeley Saturday","1","no"
"001i000000NuS4x","1",2,"Philharmonia website","2013-2014","San Francisco","1","no"
"001i000000NuRFy","1",3,"","2012-2013","Berkeley Saturday","5","no"
"001i000000NuQws","Adult",2,"","2012-2013","Family concert","5","no"
"001i000000NuQdD","4",2,"","2012-2013","Berkeley Saturday","2","no"
"001i000000oks2L","3",2,"Postcard or brochure","2013-2014","Berkeley Saturday","2","no"
"001i000000NuRMF","2",2,"","2012-2013","Berkeley Sunday","3","no"
"001i000000NuR7g","1",2,"","2012-2013","San Francisco","1","no"
"001i000000NuRR1","3",2,"","2011-2012","Berkeley Saturday","5","no"
"001i000000NuOg3","4",8,"","2012-2013","Berkeley Saturday","6","yes"
"001i000000NuRWZ","",2,"","2011-2012","San Francisco","7","no"
"001i000000NuRNo","2",2,"","2011-2012","San Francisco","2","no"
"001i000000NuPRv","4",1,"","2012-2013","San Francisco","4","no"
"001i000000NuRWB","1",1,"Word of mouth","2013-2014","Berkeley Saturday","1","no"
"001i000000oks2T","2",2,"Philharmonia website","2013-2014","Berkeley Saturday","4","no"
"001i000000oks1b","2",2,"Postcard or brochure","2013-2014","San Francisco","6","no"
"001i000000ZvPmj","4",1,"KDFC Radio","2013-2014","San Francisco","5","no"
"001i000000NuOrh","4",2,"","2012-2013","Berkeley Saturday","6","no"
"001i000000NuP5W","1",1,"","2011-2012","San Francisco","6","no"
"001i000000NuQZC","3",1,"","2011-2012","Berkeley Sunday","7","no"
"001i000000NuOQZ","4",1,"","2012-2013","Berkeley Saturday","6","no"
"001i000000q7wAf","2",2,"","2013-2014","San Francisco","1","no"
"001i000000NuOdL","4",3,"","2013-2014","Berkeley Sunday","1","no"
"001i000000NuPT0","3",1,"Other","2013-2014","Berkeley Sunday","2","no"
"001i000000NuPCR","2",2,"","2011-2012","Peninsula","3","no"
"001i000000NuRDI","1",1,"","2012-2013","Berkeley Sunday","3","no"
"001i000000LhyTj","1",1,"Word of mouth","2013-2014","San Francisco","2","no"
"001i000000NuO3N","3",2,"Word of mouth","2013-2014","Berkeley Sunday","1","no"
"001i000000NuRR5","4",3,"","2012-2013","Berkeley Saturday","2","no"
"001i000000LhyQr","4",2,"","2012-2013","San Francisco","5","no"
"001i000000NuP9z","4",2,"","2010-2011","Berkeley Saturday","2","no"
"001i000000NuQsE","4",2,"Philharmonia website","2013-2014","Berkeley Saturday","1","no"
"001i000000NuOP2","1",4,"Other","2013-2014","Berkeley Saturday","1","yes"
"001i000000NuQLQ","",2,"","2012-2013","Berkeley Saturday","2","no"
"001i000000NuP0c","3",4,"","2010-2011","Peninsula","1","no"
"001i000000NuRPj","2",1,"","2012-2013","San Francisco","4","no"
"001i000000oks1Z","4",2,"Other print","2013-2014","San Francisco","3","no"
"001i000000NuQnl","3",4,"","2011-2012","Berkeley Sunday","4","no"
"001i000000NuOlF","4",1,"","2011-2012","Peninsula","4","no"
"001i000000NuRFB","3",3,"","2012-2013","Berkeley Saturday","5","no"
"001i000000NuRRr","4",2,"","2012-2013","San Francisco","2","no"
"001i000000NuOmP","4",2,"Philharmonia website","2013-2014","Berkeley Sunday","1","no"
"001i000000oks2F","3",2,"Philharmonia website","2013-2014","Berkeley Saturday","1","no"
"001i000000NuRMX","4",2,"","2011-2012","Berkeley Sunday","4","no"
"001i000000NuRB0","1",2,"","2012-2013","San Francisco","1","no"
"001i000000NuRTX","",2,"","2012-2013","San Francisco","2","no"
"001i000000NuQbO","1",2,"","2011-2012","San Francisco","2","no"
"001i000000NuQnl","3",2,"","2012-2013","Berkeley Saturday","4","no"
"001i000000NuQxF","4",4,"","2010-2011","Berkeley Saturday","2","no"
"001i000000NuRwc","4",2,"Philharmonia website","2013-2014","Berkeley Sunday","1","no"
"001i000000NuRPc","1",2,"","2012-2013","San Francisco","3","no"
"001i000000NuQUm","4",4,"","2013-2014","Berkeley Saturday","6","no"
"001i000000NuOfr","1",1,"Philharmonia website","2013-2014","Peninsula","1","no"
"001i000000NuPtF","3",1,"","2011-2012","Peninsula","2","no"
"001i000000NuOjU","3",4,"","2010-2011","San Francisco","3","no"
"001i000000NuRWj","1",2,"","2012-2013","Peninsula","3","no"
"001i000000NuQ2m","1",2,"","2011-2012","San Francisco","7","no"
"001i000000NuRDU","3",1,"","2012-2013","Berkeley Saturday","6","no"
"001i000000oks4Y","4",3,"Philharmonia website","2013-2014","San Francisco","3","yes"
"001i000000NuOk1","1",1,"","2012-2013","San Francisco","6","no"
"001i000000LhycJ","4",2,"","2011-2012","San Francisco","6","no"
"001i000000NuRIK","4",1,"","2011-2012","Family concert","3","no"
"001i000000LhyYM","3",1,"","2011-2012","Berkeley Sunday","4","no"
"001i000000NuNxm","4",4,"","2010-2011","Berkeley Sunday","4","no"
"001i000000NuP5W","1",1,"","2011-2012","San Francisco","5","no"
"001i000000LhyYp","",4,"","2012-2013","Peninsula","3","yes"
"001i000000NuRNw","4",2,"","2012-2013","San Francisco","6","no"
"001i000000NuRDH","3",1,"","2012-2013","Berkeley Saturday","2","no"
"001i000000NuQU9","1",2,"","2010-2011","Berkeley Sunday","7","no"
"001i000000NuR91","",1,"","2012-2013","San Francisco","3","no"
"001i000000NuRWb","4",4,"Postcard or brochure","2013-2014","San Francisco","1","no"
"001i000000NuREr","3",2,"","2011-2012","San Francisco","4","no"
"001i000000NuR3a","2",2,"","2010-2011","Peninsula","5","no"
"001i000000NuRBB","1",2,"","2012-2013","Berkeley Sunday","1","no"
"001i000000NuRQ5","3",2,"","2012-2013","Berkeley Sunday","3","no"
"001i000000Lhydv","2",2,"","2011-2012","San Francisco","5","no"
"001i000000oks2n","2",1,"Word of mouth","2013-2014","Berkeley Saturday","5","no"
"001i000000NuP3o","4",1,"Philharmonia website","2013-2014","San Francisco","6","no"
"001i000000Lhydf","0",3,"","2011-2012","Peninsula","2","no"
"001i000000NuNm8","4",2,"Postcard or brochure","2013-2014","Berkeley Sunday","1","no"
"001i000000NuRNU","4",2,"","2012-2013","Berkeley Saturday","4","no"
"001i000000NuQWl","2",5,"Other","2013-2014","Peninsula","1","no"
"001i000000NuQUH","",2,"","2012-2013","Berkeley Sunday","1","no"
"001i000000q7wB5","3",1,"","2013-2014","Berkeley Sunday","2","no"
"001i000000NuRDg","3",2,"","2012-2013","Berkeley Sunday","3","no"
"001i000000oks55","3",2,"","2013-2014","San Francisco","6","no"
"001i000000NuRF2","3",2,"","2012-2013","Berkeley Saturday","3","no"
"001i000000NuREG","1",2,"","2012-2013","Peninsula","3","no"
"001i000000NuRFj","Adult",8,"","2012-2013","Family concert","5","yes"
"001i000000NuRLx","4",1,"","2012-2013","San Francisco","6","no"
"001i000000NuR2D","4",2,"","2012-2013","Berkeley Saturday","2","no"
"001i000000NuOx7","4",2,"","2010-2011","Berkeley Saturday","6","no"
"001i000000NuRT7","",2,"","2012-2013","San Francisco","6","no"
"001i000000NuR29","4",2,"","2010-2011","","","no"
"001i000000NuQsE","4",1,"","2011-2012","San Francisco","6","no"
"001i000000NuRPY","4",4,"","2012-2013","Peninsula","1","yes"
"001i000000NuP04","3",3,"","2011-2012","San Francisco","7","no"
"001i000000NuRTj","",2,"","2012-2013","San Francisco","2","no"
"001i000000oks2F","3",2,"Postcard or brochure","2013-2014","Berkeley Saturday","5","no"
"001i000000NuRMU","4",1,"","2011-2012","Berkeley Sunday","2","no"
"001i000000NuREu","4",1,"","2012-2013","San Francisco","3","no"
"001i000000NuRO9","4",1,"","2012-2013","Berkeley Sunday","3","no"
"001i000000NuQdb","",2,"","2012-2013","San Francisco","2","no"
"001i000000NuRj0","2",2,"","2011-2012","Berkeley Sunday","7","no"
"001i000000NuRKu","2",1,"","2011-2012","Berkeley Saturday","6","no"
"001i000000NuPab","2",2,"","2012-2013","Berkeley Sunday","3","no"
"001i000000NuOZ4","3",1,"","2010-2011","San Francisco","5","no"
"001i000000NuRPF","1",1,"","2011-2012","San Francisco","2","no"
"001i000000oks3K","4",2,"Browsing City Box Office website","2013-2014","Berkeley Sunday","1","no"
"001i000000oks4L","4",1,"Philharmonia website","2013-2014","San Francisco","1","no"
"001i000000NuR0V","2",2,"","2010-2011","Berkeley Sunday","4","no"
"001i000000NuRTp","",2,"","2012-2013","Berkeley Saturday","3","no"
"001i000000oks1L","3",2,"Philharmonia website","2013-2014","Berkeley Sunday","2","no"
"001i000000NuR8x","",2,"","2012-2013","Peninsula","3","no"
"001i000000NuRUj","",2,"","2012-2013","Berkeley Sunday","5","no"
"001i000000oks2v","4",1,"San Francisco Chronicle","2013-2014","Berkeley Sunday","4","no"
"001i000000LhyY6","2",1,"","2012-2013","San Francisco","3","no"
"001i000000q7wBA","1",1,"","2013-2014","Berkeley Saturday","3","no"
"001i000000NuREb","2",2,"","2012-2013","San Francisco","3","no"
"001i000000NuRIr","4",3,"","2011-2012","Peninsula","2","no"
"001i000000oks11","2",1,"Other","2013-2014","San Francisco","4","no"
"001i000000NuRHX","4",2,"","2011-2012","Berkeley Sunday","5","no"
"001i000000NuOb3","4",3,"","2011-2012","Berkeley Sunday","7","no"
"001i000000NuR2A","1",2,"","2010-2011","San Francisco","6","no"
"001i000000NuPab","2",2,"","2011-2012","Berkeley Sunday","5","no"
"001i000000NuQqi","3",2,"","2011-2012","Family concert","3","no"
"001i000000NuRUB","",2,"","2012-2013","Peninsula","3","no"
"001i000000NuRWp","3",4,"City Box Office newsletter","2013-2014","San Francisco","6","no"
"001i000000NuQrR","4",2,"","2012-2013","Berkeley Sunday","3","no"
"001i000000NuRAR","2",2,"","2012-2013","San Francisco","4","no"
"001i000000NuRVQ","3",2,"","2011-2012","Peninsula","7","no"
"001i000000NuRIz","3",2,"","2011-2012","Berkeley Sunday","2","no"
"001i000000NuPT0","2",2,"","2012-2013","Peninsula","6","no"
"001i000000NuQDN","1",3,"","2012-2013","Berkeley Saturday","3","no"
"001i000000NuRTI","",2,"","2012-2013","Berkeley Sunday","1","no"
"001i000000NuR7L","1",2,"","2011-2012","Berkeley Saturday","5","no"
"001i000000NuRGb","2",2,"","2012-2013","Berkeley Saturday","6","no"
"001i000000LhyXV","4",1,"","2011-2012","Berkeley Saturday","4","no"
"001i000000NuR2h","3",2,"","2013-2014","Berkeley Sunday","1","no"
"001i000000NuRJx","4",1,"","2011-2012","San Francisco","4","no"
"001i000000NuRBB","1",2,"","2011-2012","Berkeley Saturday","5","no"
"001i000000NuPw7","4",1,"","2011-2012","San Francisco","4","no"
"001i000000NuRGO","Adult",8,"","2012-2013","Family concert","5","yes"
"001i000000LhyXM","2",1,"","2011-2012","Berkeley Sunday","4","no"
"001i000000LhyY6","2",1,"","2011-2012","San Francisco","4","no"
"001i000000NuQRK","1",2,"","2012-2013","Berkeley Sunday","5","no"
"001i000000NuQCE","3",1,"","2012-2013","Berkeley Sunday","6","no"
"001i000000NuRIO","2",2,"","2011-2012","Berkeley Saturday","7","no"
"001i000000oks25","3",2,"Philharmonia website","2013-2014","San Francisco","2","no"
"001i000000NuOk3","4",1,"","2013-2014","San Francisco","6","no"
"001i000000oks4J","4",2,"KDFC Radio","2013-2014","Peninsula","2","no"
"001i000000NuRUr","",2,"","2012-2013","Berkeley Sunday","6","no"
"001i000000NuRJt","4",2,"","2011-2012","San Francisco","4","no"
"001i000000NuRRP","2",2,"Philharmonia website","2013-2014","San Francisco","6","no"
"001i000000NuRJC","4",1,"","2011-2012","Peninsula","3","no"
"001i000000NuQsx","4",1,"","2010-2011","Berkeley Saturday","3","no"
"001i000000oks2H","1",2,"San Francisco Chronicle","2013-2014","Berkeley Saturday","1","no"
"001i000000NuRBB","1",6,"Philharmonia website","2013-2014","Berkeley Saturday","6","yes"
"001i000000NuQs3","1",2,"","2010-2011","Peninsula","6","no"
"001i000000NuOWt","3",2,"","2012-2013","Berkeley Sunday","1","no"
"001i000000oks1v","1",2,"Postcard or brochure","2013-2014","Berkeley Sunday","2","no"
"001i000000NuRRn","1",2,"","2012-2013","Peninsula","6","no"
"001i000000NuRFg","4",4,"","2012-2013","Berkeley Saturday","4","no"
"001i000000NuQnP","4",1,"Philharmonia website","2013-2014","Berkeley Sunday","1","no"
"001i000000NuQQy","1",1,"","2012-2013","Berkeley Saturday","5","no"
"001i000000oks1C","3",1,"Word of mouth","2013-2014","Peninsula","1","no"
"001i000000NuRUV","3",2,"Other","2013-2014","Berkeley Sunday","4","no"
"001i000000NuO3a","2",2,"","2012-2013","Berkeley Saturday","5","no"
"001i000000NuOP0","2",2,"","2011-2012","San Francisco","7","no"
"001i000000NuPEV","2",2,"","2013-2014","Berkeley Sunday","5","no"
"001i000000NuQs3","1",2,"","2010-2011","Peninsula","7","no"
"001i000000NuRS3","2",3,"","2012-2013","San Francisco","2","no"
"001i000000NuRUE","",2,"","2012-2013","Peninsula","3","no"
"001i000000NuNXj","3",1,"","2011-2012","San Francisco","4","no"
"001i000000NuPwW","3",1,"Postcard or brochure","2013-2014","Peninsula","2","no"
"001i000000NuRMh","4",2,"","2011-2012","Family concert","3","no"
"001i000000NuQNI","Adult",4,"","2012-2013","Family concert","5","yes"
"001i000000NuR3l","3",1,"","2010-2011","Berkeley Saturday","7","no"
"001i000000NuR0K","4",2,"","2010-2011","Berkeley Sunday","4","no"
"001i000000NuPRv","4",1,"","2011-2012","San Francisco","7","no"
"001i000000NuRVY","2",2,"","2011-2012","San Francisco","6","no"
"001i000000oks3P","4",1,"Word of mouth","2013-2014","Berkeley Saturday","5","no"
"001i000000NuRVM","4",1,"","2011-2012","San Francisco","4","no"
"001i000000NuNtH","3",2,"","2011-2012","Berkeley Saturday","5","no"
"001i000000NuOeX","3",2,"","2010-2011","Peninsula","7","no"
"001i000000NuOtA","1",2,"","2011-2012","Peninsula","4","no"
"001i000000oks4U","3",1,"Other","2013-2014","Berkeley Saturday","1","no"
"001i000000NuQmz","2",2,"Postcard or brochure","2013-2014","Berkeley Sunday","1","no"
"001i000000NuRNQ","4",1,"San Francisco Chronicle","2013-2014","Peninsula","2","no"
"001i000000NuRGw","3",2,"Word of mouth","2013-2014","Berkeley Sunday","3","no"
"001i000000NuROo","1",2,"","2012-2013","San Francisco","6","no"
"001i000000NuRTc","",3,"","2012-2013","San Francisco","2","yes"
"001i000000NuRMH","4",1,"","2012-2013","Berkeley Saturday","3","no"
"001i000000NuORe","4",2,"","2010-2011","Berkeley Sunday","2","no"
"001i000000NuR6y","2",2,"","2011-2012","Berkeley Sunday","4","no"
"001i000000NuQnJ","1",2,"","2011-2012","Berkeley Saturday","6","no"
"001i000000oks15","4",2,"Philharmonia website","2013-2014","San Francisco","1","no"
"001i000000q7wAZ","2",2,"","2013-2014","San Francisco","1","no"
"001i000000NuRMO","2",1,"","2012-2013","San Francisco","2","no"
"001i000000NuR0I","1",4,"","2010-2011","Berkeley Saturday","4","no"
"001i000000oks2w","4",3,"KDFC Radio","2013-2014","Berkeley Sunday","5","no"
"001i000000NuQMa","4",2,"Philharmonia website","2013-2014","Berkeley Sunday","4","no"
"001i000000NuQQy","2",1,"Philharmonia website","2013-2014","San Francisco","1","no"
"001i000000NuRCa","3",1,"","2012-2013","Berkeley Saturday","2","no"
"001i000000oks2Q","3",6,"Browsing City Box Office website","2013-2014","Berkeley Saturday","4","no"
"001i000000LhyVr","4",2,"","2012-2013","Berkeley Saturday","5","no"
"001i000000NuR64","3",2,"Philharmonia website","2013-2014","San Francisco","1","no"
"001i000000NuRFl","4",1,"Postcard or brochure","2013-2014","San Francisco","1","no"
"001i000000oks4W","1",2,"San Francisco Chronicle","2013-2014","Peninsula","2","no"
"001i000000NuOdN","2",2,"Other","2013-2014","San Francisco","4","no"
"001i000000NuRBz","3",2,"","2012-2013","Peninsula","3","no"
"001i000000NuRWb","2",2,"","2011-2012","San Francisco","2","no"
"001i000000oks35","3",2,"Word of mouth","2013-2014","Berkeley Sunday","1","no"
"001i000000oks44","4",1,"Other print","2013-2014","San Francisco","1","no"
"001i000000NuQv0","4",1,"","2011-2012","Berkeley Saturday","7","no"
"001i000000LhybK","2",2,"","2011-2012","San Francisco","7","no"
"001i000000NuNmN","3",2,"","2012-2013","San Francisco","6","no"
"001i000000NuRKc","4",4,"","2011-2012","Berkeley Sunday","5","yes"
"001i000000NuQUD","1",2,"","2012-2013","Berkeley Sunday","3","no"
"001i000000LhyVL","1",2,"","2012-2013","Peninsula","3","no"
"001i000000NuRWB","3",1,"","2011-2012","San Francisco","5","no"
"001i000000NuPxZ","3",3,"","2010-2011","San Francisco","4","no"
"001i000000NuRD6","4",1,"","2012-2013","San Francisco","2","no"
"001i000000NuNUu","3",1,"Postcard or brochure","2013-2014","Peninsula","2","no"
"001i000000NuRHN","2",8,"","2011-2012","Peninsula","2","yes"
"001i000000NuRMD","2",2,"Other","2013-2014","San Francisco","1","no"
"001i000000LhyaW","1",2,"Philharmonia website","2013-2014","Berkeley Sunday","3","no"
"001i000000NuRH3","3",1,"","2012-2013","Berkeley Sunday","6","no"
"001i000000NuQSw","4",1,"","2012-2013","San Francisco","5","no"
"001i000000NuQ9f","4",3,"","2013-2014","Berkeley Saturday","6","yes"
"001i000000NuROf","3",2,"","2012-2013","Berkeley Saturday","4","no"
"001i000000oks54","3",2,"","2013-2014","Berkeley Saturday","6","no"
"001i000000NuRBL","4",1,"","2012-2013","Berkeley Sunday","1","no"
"001i000000NuQLv","2",2,"","2011-2012","Berkeley Saturday","7","no"
"001i000000NuP2W","1",3,"Philharmonia website","2013-2014","Berkeley Saturday","1","no"
"001i000000LhyZs","4",1,"","2012-2013","Peninsula","2","no"
"001i000000NuRTN","",2,"","2012-2013","Peninsula","2","no"
"001i000000NuOnl","2",2,"Word of mouth","2013-2014","Berkeley Saturday","4","no"
"001i000000NuRUU","1",2,"","2011-2012","Peninsula","4","no"
"001i000000oks52","4",2,"","2013-2014","San Francisco","6","no"
"001i000000NuQqJ","4",2,"","2010-2011","Berkeley Saturday","3","no"
"001i000000NuQii","4",1,"","2012-2013","Berkeley Saturday","1","no"
"001i000000oks3x","4",2,"Other","2013-2014","Berkeley Saturday","6","no"
"001i000000NuREh","3",1,"","2012-2013","Berkeley Saturday","3","no"
"001i000000NuQ7k","4",2,"","2011-2012","San Francisco","7","no"
"001i000000oks39","3",1,"Philharmonia website","2013-2014","Berkeley Saturday","6","no"
"001i000000NuNv5","1",1,"","2011-2012","San Francisco","2","no"
"001i000000oks1f","4",1,"San Francisco Classical Voice","2013-2014","San Francisco","4","no"
"001i000000NuRU4","",1,"","2012-2013","Berkeley Sunday","2","no"
"001i000000NuRQY","1",2,"","2012-2013","Berkeley Saturday","2","no"
"001i000000NuRQq","2",2,"","2011-2012","Berkeley Sunday","6","no"
"001i000000NuQUD","1",2,"","2012-2013","Berkeley Saturday","6","no"
"001i000000NuRT3","",2,"","2012-2013","San Francisco","1","no"
"001i000000NuRRA","3",1,"","2012-2013","Berkeley Saturday","6","no"
"001i000000NuRPz","2",2,"","2012-2013","Berkeley Saturday","2","no"
"001i000000NuRMz","3",2,"","2012-2013","Peninsula","2","no"
"001i000000NuRWW","",2,"","2011-2012","Berkeley Sunday","7","no"
"001i000000NuRMh","4",2,"","2011-2012","Berkeley Saturday","6","no"
"001i000000NuNjO","4",8,"","2013-2014","San Francisco","4","no"
"001i000000LhyW0","",1,"","2012-2013","Berkeley Saturday","5","no"
"001i000000NuRLz","4",1,"","2013-2014","San Francisco","6","no"
"001i000000NuN5j","2",2,"","2011-2012","Berkeley Saturday","6","no"
"001i000000NuRHX","4",2,"","2011-2012","Berkeley Sunday","4","no"
"001i000000NuROi","4",6,"Philharmonia website","2013-2014","Berkeley Saturday","3","no"
"001i000000NuRVU","4",2,"","2011-2012","San Francisco","2","no"
"001i000000NuRN2","4",2,"","2012-2013","San Francisco","3","no"
"001i000000NuOUA","3",2,"","2013-2014","Berkeley Sunday","2","no"
"001i000000NuOCw","4",4,"","2011-2012","Berkeley Sunday","3","no"
"001i000000NuRRT","4",2,"","2012-2013","Berkeley Saturday","2","no"
"001i000000oks49","3",2,"Word of mouth","2013-2014","San Francisco","6","no"
"001i000000NuRTL","3",2,"","2010-2011","Peninsula","4","no"
"001i000000NuRJ9","Youth",8,"","2011-2012","Family concert","3","yes"
"001i000000NuRVp","4",2,"","2010-2011","San Francisco","5","no"
"001i000000NuPgR","4",1,"","2012-2013","Berkeley Saturday","2","no"
"001i000000NuRDI","0",2,"","2012-2013","Berkeley Saturday","2","no"
"001i000000NuRSH","4",2,"","2012-2013","San Francisco","5","no"
"001i000000NuRM9","3",1,"","2012-2013","Berkeley Sunday","6","no"
"001i000000NuRUx","",2,"","2012-2013","Berkeley Sunday","6","no"
"001i000000NuQMa","4",1,"Philharmonia website","2013-2014","Berkeley Sunday","1","no"
"001i000000NuNvH","4",1,"","2011-2012","Peninsula","4","no"
"001i000000NuQwI","4",1,"","2010-2011","San Francisco","1","no"
"001i000000NuPtA","4",2,"","2010-2011","Berkeley Saturday","4","no"
"001i000000LhybV","4",4,"","2011-2012","","5","no"
"001i000000NuQxk","",2,"","2012-2013","San Francisco","4","no"
"001i000000NuRJM","3",1,"","2011-2012","Peninsula","3","no"
"001i000000oks2d","2",2,"Philharmonia website","2013-2014","Berkeley Sunday","4","no"
"001i000000NuNzP","3",2,"","2012-2013","Berkeley Sunday","6","no"
"001i000000NuRUI","4",1,"","2013-2014","San Francisco","3","no"
"001i000000NuOqk","4",2,"San Francisco Classical Voice","2013-2014","San Francisco","1","no"
"001i000000NuQx3","4",2,"","2012-2013","Peninsula","3","no"
"001i000000LhyVl","0",1,"","2010-2011","San Francisco","7","no"
"001i000000NuREJ","4",1,"","2012-2013","San Francisco","3","no"
"001i000000NuR1T","4",2,"Philharmonia website","2013-2014","San Francisco","1","no"
"001i000000NuNWy","Youth",16,"","2011-2012","Family concert","3","yes"
"001i000000NuRA7","3",1,"","2011-2012","Berkeley Saturday","7","no"
"001i000000NuRMG","0",2,"","2011-2012","Peninsula","4","no"
"001i000000NuQcK","2",4,"","2011-2012","Berkeley Saturday","6","yes"
"001i000000NuQxA","2",3,"","2010-2011","San Francisco","2","no"
"001i000000NuRG9","1",2,"","2012-2013","Berkeley Saturday","5","no"
"001i000000NuP5W","1",1,"","2011-2012","San Francisco","4","no"
"001i000000q7wAz","1",2,"","2013-2014","Peninsula","2","no"
"001i000000NuOPw","1",2,"Other","2013-2014","Berkeley Sunday","4","no"
"001i000000NuRJc","3",1,"","2011-2012","","5","no"
"001i000000oks1N","2",2,"Philharmonia website","2013-2014","San Francisco","1","no"
"001i000000NuPer","2",1,"Word of mouth","2013-2014","Berkeley Saturday","4","no"
"001i000000NuREF","4",1,"","2012-2013","Berkeley Saturday","3","no"
"001i000000NuQYx","2",2,"Philharmonia website","2013-2014","Peninsula","1","no"
