"account.id","season","package","no.seats","location","section","price.level","total","multiple.subs"
"001i000000NuOW7","2006-2007","Full",2,"San Francisco","Balcony","4",2,"no"
"001i000000NuP5u","2001-2002","Full",4,"Orange County","Orchestra","2",4,"no"
"001i000000LhyWM","2008-2009","Full",2,"Berkeley Saturday","Premium Orchestra","1",2,"no"
"001i000000NuNaP","1997-1998","Full",2,"Berkeley Saturday","Orchestra","2",2,"no"
"001i000000LhyQg","2012-2013","Full",2,"Berkeley Saturday","Orchestra","1",2,"no"
"001i000000LhyVR","1994-1995","Full",2,"Berkeley Sunday","Balcony Front","3",2,"no"
"001i000000LhyWk","2007-2008","Quartet",2,"Peninsula","Balcony Rear","4",1,"no"
"001i000000NuP28","1998-1999","Full",2,"Peninsula","Orchestra","2",2,"no"
"001i000000LhyRG","2008-2009","Full",2,"Peninsula","Premium Orchestra","1",2,"no"
"001i000000LhyQ2","2012-2013","Trio B",4,"Peninsula","Orchestra","1",2,"no"
"001i000000NuOKz","1994-1995","Full",3,"Berkeley Sunday","Balcony Rear","4",3,"no"
"001i000000NuPpJ","2003-2004","Full",1,"Berkeley Sunday","",NA,1,"no"
"001i000000NuNmW","1996-1997","Quartet",2,"Peninsula","Orchestra","2",1,"no"
"001i000000NuNW3","1998-1999","Full",2,"San Francisco","Orchestra","2",2,"no"
"001i000000NuOZT","1998-1999","Full",1,"Peninsula","Orchestra","2",1,"no"
"001i000000LhycZ","2011-2012","Full",2,"Peninsula","Orchestra","1",2,"no"
"001i000000NuQ5f","2006-2007","Quartet",2,"Peninsula","Premium Orchestra","1",1,"no"
"001i000000LhyRu","2012-2013","Full",2,"Peninsula","Orchestra","0",2,"no"
"001i000000NuOwg","1998-1999","Full",5,"Peninsula","Orchestra","2",5,"no"
"001i000000LhydY","2000-2001","Full",1,"Berkeley Sunday","Orchestra","2",1,"no"
"001i000000NuQ6m","2007-2008","Full",2,"Berkeley Saturday","Premium Orchestra","1",2,"no"
"001i000000NuO5F","2005-2006","Quartet",2,"San Francisco","Orchestra Front","1",1,"no"
"001i000000LhyRM","2006-2007","Full",2,"Peninsula","Premium Orchestra","1",2,"no"
"001i000000NuOAJ","1994-1995","Full",1,"Peninsula","Orchestra","2",1,"no"
"001i000000NuOSP","1996-1997","Full",2,"Berkeley Saturday","Balcony Front","3",2,"no"
"001i000000LhyUa","2005-2006","Full",2,"Berkeley Sunday","Balcony Front","3",2,"no"
"001i000000NuOLk","1996-1997","Full",2,"Berkeley Sunday","Balcony Rear","4",2,"no"
"001i000000LhyV1","2011-2012","Full",2,"Berkeley Saturday","Orchestra","1",2,"no"
"001i000000LhyQZ","2007-2008","Quartet CC",2,"Contra Costa","Premium Orchestra","1",1,"no"
"001i000000NuNvG","1995-1996","Full",2,"Berkeley Saturday","Balcony Front","3",2,"no"
"001i000000LhyUY","2001-2002","Full",2,"San Francisco","Box","1",2,"no"
"001i000000NuOMH","2001-2002","Full",3,"Berkeley Saturday","Orchestra","2",3,"no"
"001i000000NuO5c","1996-1997","Full",1,"Berkeley Saturday","Orchestra","2",1,"no"
"001i000000NuNwV","1997-1998","Full",2,"San Francisco","Balcony","4",2,"no"
"001i000000LhyY5","2007-2008","Trio",2,"Berkeley Sunday","Orchestra","2",1,"no"
"001i000000LhyT2","1997-1998","Full",2,"Berkeley Saturday","Balcony Front","3",2,"no"
"001i000000NuOGr","1994-1995","Quartet",1,"Peninsula","Orchestra","2",0.5,"no"
"001i000000LhyVT","2007-2008","Full",2,"Peninsula","Premium Orchestra","1",2,"no"
"001i000000LhyWL","2004-2005","Full",1,"Berkeley Sunday","",NA,1,"no"
"001i000000NuOes","1999-2000","Full",2,"Berkeley Saturday","Orchestra","2",2,"no"
"001i000000NuOES","1993-1994","Full",2,"Contra Costa","Orchestra","2",2,"no"
"001i000000NuP3s","2000-2001","Quartet CC",2,"Contra Costa","Orchestra","2",1,"no"
"001i000000NuOD3","1999-2000","Full",2,"Berkeley Saturday","Orchestra","2",2,"no"
"001i000000LhyWW","2009-2010","Full",2,"San Francisco","Premium Orchestra","1",2,"no"
"001i000000NuO75","1993-1994","Full",2,"Berkeley Saturday","Orchestra","2",2,"no"
"001i000000LhyT0","1994-1995","Full",2,"Berkeley Sunday","Orchestra","2",2,"no"
"001i000000LhyV9","2013-2014","Trio A",2,"Berkeley Sunday",NA,"0",1,"no"
"001i000000LhyZT","2010-2011","Full",1,"San Francisco","Orchestra","1",1,"no"
"001i000000LhyV8","2008-2009","Full",2,"Berkeley Saturday","Premium Orchestra","1",2,"no"
"001i000000Lhyb9","2009-2010","Full",2,"Berkeley Saturday","Premium Orchestra","1",2,"no"
"001i000000NuO2W","1997-1998","Full",2,"San Francisco","Dress Circle","3",2,"no"
"001i000000LhyPT","2000-2001","Full",2,"Berkeley Sunday","Orchestra","2",2,"no"
"001i000000NuOf1","1996-1997","Full",2,"Peninsula","Orchestra","2",2,"no"
"001i000000NuNpN","1995-1996","Full",2,"Contra Costa","Orchestra","2",2,"no"
"001i000000NuOYH","1998-1999","Full",2,"Berkeley Sunday","Orchestra","2",2,"no"
"001i000000NuNWV","2008-2009","Quartet CC",2,"Contra Costa","Premium Orchestra","1",1,"no"
"001i000000LhyTw","1994-1995","Full",2,"Peninsula","Orchestra","2",2,"no"
"001i000000Lhybf","2009-2010","Full",1,"Berkeley Sunday","Premium Orchestra","1",1,"no"
"001i000000LhyaP","2014-2015","Trio B",2,"Peninsula",NA,"1",1,"no"
"001i000000NuObd","1999-2000","Full",2,"Contra Costa","Orchestra","2",2,"no"
"001i000000NuNwB","2005-2006","Full",1,"San Francisco","Orchestra Front","1",1,"no"
"001i000000NuOX2","2012-2013","Full",1,"Berkeley Saturday","Orchestra","1",1,"no"
"001i000000LhyQv","2002-2003","Full",1,"Berkeley Sunday","",NA,1,"no"
"001i000000NuOv2","1998-1999","Full",4,"Berkeley Sunday","Orchestra","2",4,"no"
"001i000000NuOLY","1994-1995","Full",2,"Contra Costa","Orchestra","2",2,"no"
"001i000000NuNyc","1995-1996","Full",1,"Peninsula","Orchestra","2",1,"no"
"001i000000NuNXd","1995-1996","Full",2,"Peninsula","Balcony","4",2,"no"
"001i000000NuOgq","1998-1999","Full",2,"San Francisco","Orchestra","2",2,"no"
"001i000000LhyPE","2013-2014","Trio B",2,"Berkeley Saturday",NA,"3",1,"no"
"001i000000NuOZN","2007-2008","Full",1,"San Francisco","Premium Orchestra","1",1,"no"
"001i000000NuOrk","2005-2006","Quartet CC",1,"Contra Costa","Orchestra Rear","2",0.5,"no"
"001i000000NuOMD","1995-1996","Full",2,"Contra Costa","Orchestra","2",2,"no"
"001i000000LhyUZ","2005-2006","Full",2,"San Francisco","Orchestra Front","1",2,"no"
"001i000000NuNyv","2000-2001","Trio",1,"Berkeley Sunday","Orchestra","2",0.5,"no"
"001i000000NuOLV","1994-1995","Full",2,"Santa Rosa","Balcony","4",2,"no"
"001i000000NuO0X","1995-1996","Full",2,"Berkeley Saturday","Orchestra","2",2,"no"
"001i000000NuORG","1998-1999","Full",3,"Peninsula","Orchestra","2",3,"no"
"001i000000LhyUR","1996-1997","Full",2,"Berkeley Sunday","Balcony Front","3",2,"no"
"001i000000NuOUE","1995-1996","Full",1,"Peninsula","Orchestra","2",1,"no"
"001i000000NuNio","1993-1994","Quartet",2,"San Francisco","Balcony","4",1,"no"
"001i000000LhyT1","1994-1995","Full",2,"San Francisco","Orchestra","2",2,"no"
"001i000000LhyYB","2007-2008","Quartet",1,"Berkeley Sunday","Premium Orchestra","1",0.5,"no"
"001i000000NuOfo","2011-2012","Trio",2,"Peninsula","Orchestra","3",1,"no"
"001i000000NuOQ6","1998-1999","Quartet",2,"Peninsula","Orchestra","2",1,"no"
"001i000000NuOZN","2005-2006","Full",1,"San Francisco","Orchestra Front","1",1,"no"
"001i000000NuP1o","1998-1999","Full",1,"Orange County","Orchestra","2",1,"no"
"001i000000NuPot","2006-2007","Quartet CC",2,"Contra Costa","Premium Orchestra","1",1,"no"
"001i000000NuNmt","1993-1994","Full",2,"Peninsula","Orchestra","2",2,"no"
"001i000000LhyQk","1999-2000","Quartet",2,"Berkeley Sunday","Orchestra","2",1,"no"
"001i000000NuOoe","1996-1997","Full",1,"Berkeley Sunday","Orchestra","2",1,"no"
"001i000000NuRLW","2012-2013","Trio B",1,"San Francisco","Orchestra","3",0.5,"no"
"001i000000NuNVf","2006-2007","Full",1,"Berkeley Saturday","Premium Orchestra","1",1,"no"
"001i000000NuO3j","2000-2001","Quartet CC",2,"Contra Costa","Orchestra","2",1,"no"
"001i000000NuPfp","2004-2005","Trio",1,"Peninsula","",NA,0.5,"no"
"001i000000NuQvJ","2014-2015","Trio A",1,"Berkeley Sunday",NA,"1",0.5,"no"
"001i000000Lhybf","2004-2005","Full",1,"Berkeley Sunday","",NA,1,"no"
"001i000000LhyUp","2007-2008","Full",2,"Berkeley Saturday","Premium Orchestra","1",2,"no"
"001i000000LhyV4","2006-2007","Full",2,"Berkeley Sunday","Premium Orchestra","1",2,"no"
"001i000000NuOOQ","1999-2000","Quartet",2,"San Francisco","Orchestra","2",1,"no"
"001i000000LhyVP","1998-1999","Full",2,"Berkeley Sunday","Balcony Front","3",2,"no"
"001i000000LhyYl","1996-1997","Full",1,"Berkeley Sunday","Orchestra","2",1,"no"
"001i000000NuON7","1997-1998","Full",1,"Santa Rosa","Santa Rosa","0",1,"no"
"001i000000NuOMg","1996-1997","Full",2,"Berkeley Sunday","Balcony Front","3",2,"no"
"001i000000LhyPk","2010-2011","Full",2,"San Francisco","Dress Circle","2",2,"no"
"001i000000NuOEt","1995-1996","Full",2,"Berkeley Saturday","Balcony Front","3",2,"no"
"001i000000LhyRb","2000-2001","Full",2,"Peninsula","Orchestra","2",2,"no"
"001i000000LhyRR","1999-2000","Full",2,"Berkeley Sunday","Orchestra","2",2,"no"
"001i000000LhyYV","2011-2012","Full",1,"San Francisco","Boxes House Right","1",1,"no"
"001i000000NuOjw","1993-1994","Full",2,"Berkeley Saturday","Balcony Rear","4",2,"no"
"001i000000NuNVC","1994-1995","CYO",1,"Berkeley Saturday","Balcony Rear","4",0.5,"no"
"001i000000NuOhC","2006-2007","Full",2,"Berkeley Saturday","Orchestra","2",2,"no"
"001i000000NuO7Y","1994-1995","Full",2,"Peninsula","Orchestra","2",2,"no"
"001i000000NuO83","1995-1996","Full",1,"Berkeley Sunday","Balcony Front","3",1,"no"
"001i000000LhyPX","2004-2005","Full",1,"Berkeley Saturday","",NA,1,"no"
"001i000000NuOFJ","1997-1998","Full",2,"San Francisco","Orchestra","2",2,"no"
"001i000000NuNVF","1999-2000","Full",2,"Peninsula","Orchestra","2",2,"no"
"001i000000NuO4S","1994-1995","Full",1,"Berkeley Sunday","Orchestra","2",1,"no"
"001i000000NuNbw","1997-1998","Full",2,"Contra Costa","Balcony","4",2,"no"
"001i000000NuNvG","1998-1999","Full",2,"Berkeley Saturday","Balcony Front","3",2,"no"
"001i000000NuOal","1996-1997","Full",1,"Peninsula","Balcony","4",1,"no"
"001i000000NuObv","1996-1997","Quartet",2,"San Francisco","Box","1",1,"no"
"001i000000NuOxQ","1999-2000","Full",2,"Contra Costa","Orchestra","2",2,"no"
"001i000000NuP2P","2009-2010","Quartet CC",2,"Contra Costa","Dress Circle","3",1,"no"
"001i000000NuO0t","1998-1999","Full",1,"Berkeley Saturday","Orchestra","2",1,"no"
"001i000000LhyY3","2012-2013","Full",2,"Peninsula","Orchestra","0",2,"no"
"001i000000NuPbe","2010-2011","Full",2,"San Francisco","Box","1",2,"no"
"001i000000LhyPd","2012-2013","Trio B",2,"Berkeley Sunday","Orchestra","0",1,"no"
"001i000000NuNyN","1999-2000","Full",2,"San Francisco","Dress Circle","3",2,"no"
"001i000000Lhyb9","2003-2004","Full",1,"Berkeley Saturday","",NA,1,"no"
"001i000000NuNtu","1999-2000","Full",2,"Peninsula","Orchestra","2",2,"no"
"001i000000NuNYv","1997-1998","Full",2,"Peninsula","Orchestra","2",2,"no"
"001i000000NuOLk","1994-1995","Full",2,"Berkeley Sunday","Balcony Rear","4",2,"no"
"001i000000LhyW1","2010-2011","Quartet B",2,"Berkeley Sunday","Balcony Front","3",1,"no"
"001i000000NuNxH","1994-1995","Full",1,"San Francisco","Balcony","4",1,"no"
"001i000000NuOlg","2003-2004","Trio",1,"San Francisco","",NA,0.5,"no"
"001i000000NuOHH","2000-2001","Quartet CC",2,"Contra Costa","Orchestra","2",1,"no"
"001i000000NuO5O","1997-1998","Full",2,"Contra Costa","Orchestra","2",2,"no"
"001i000000LhyUB","2000-2001","Full",2,"Berkeley Saturday","Orchestra","2",2,"no"
"001i000000NuOo7","2000-2001","Full",2,"Berkeley Sunday","Balcony Rear","4",2,"no"
"001i000000LhyYA","2011-2012","Full",2,"Berkeley Sunday","Orchestra","0",2,"no"
"001i000000LhyTd","1996-1997","Quartet",2,"San Francisco","Balcony","4",1,"no"
"001i000000NuONB","2009-2010","Trio",1,"Peninsula","Premium Orchestra","1",0.5,"no"
"001i000000LhyYS","2014-2015","Full",2,"Peninsula",NA,"2",2,"no"
"001i000000NuO32","2003-2004","Full",1,"Peninsula","",NA,1,"no"
"001i000000LhyRt","2001-2002","Full",2,"San Francisco","Orchestra","2",2,"no"
"001i000000LhyYR","1996-1997","Full",1,"Berkeley Saturday","Orchestra","2",1,"no"
"001i000000NuOVK","2003-2004","Full",1,"Peninsula","",NA,1,"no"
"001i000000LhyTy","2003-2004","Full",1,"San Francisco","",NA,1,"no"
"001i000000LhyPk","1999-2000","Full",2,"San Francisco","Dress Circle","3",2,"no"
"001i000000NuNoB","1993-1994","Full",2,"Berkeley Sunday","Orchestra","2",2,"no"
"001i000000LhyZP","2008-2009","Full",1,"Berkeley Sunday","Premium Orchestra","1",1,"no"
"001i000000NuOEB","1993-1994","Full",2,"Santa Rosa","Orchestra","2",2,"no"
"001i000000NuP1E","2001-2002","Full",2,"Orange County","Orchestra","2",2,"no"
"001i000000NuO9c","1996-1997","Full",2,"Contra Costa","Box","1",2,"no"
"001i000000LhySL","2002-2003","Full",1,"Berkeley Sunday","",NA,1,"no"
"001i000000NuO6h","1997-1998","Full",2,"Contra Costa","Orchestra","2",2,"no"
"001i000000LhybS","1999-2000","Full",2,"Berkeley Sunday","Balcony Rear","4",2,"no"
"001i000000NuO2O","1993-1994","Quartet",2,"Berkeley Sunday","Balcony Front","3",1,"no"
"001i000000NuQov","2010-2011","CYO",2,"Berkeley Saturday","","3",1,"no"
"001i000000NuP5j","2001-2002","Full",3,"Orange County","Balcony","4",3,"no"
"001i000000Lhycv","2006-2007","Full",1,"Berkeley Sunday","Premium Orchestra","1",1,"no"
"001i000000NuOgb","1995-1996","Full",2,"Peninsula","Orchestra","2",2,"no"
"001i000000NuOES","2003-2004","Quartet CC",1,"Contra Costa","",NA,0.5,"no"
"001i000000NuQTy","2009-2010","Quartet",2,"Berkeley Saturday","Orchestra","2",1,"no"
"001i000000NuOZ2","1996-1997","Full",2,"Peninsula","Orchestra","2",2,"no"
"001i000000NuOHH","1993-1994","Full",2,"Contra Costa","Orchestra","2",2,"no"
"001i000000LhyTB","2007-2008","Full",2,"San Francisco","Dress Circle","3",2,"no"
"001i000000Lhydy","2014-2015","Trio A",2,"Berkeley Saturday",NA,"2",1,"no"
"001i000000LhycR","2012-2013","Trio B",1,"San Francisco","Orchestra","4",0.5,"no"
"001i000000NuOvA","1997-1998","Full",2,"Peninsula","Orchestra","2",2,"no"
"001i000000NuPRx","2003-2004","Quartet",1,"San Francisco","",NA,0.5,"no"
"001i000000NuOWF","2004-2005","Full",1,"Peninsula","",NA,1,"no"
"001i000000LhyTj","2012-2013","Full",2,"Berkeley Saturday","Orchestra","0",2,"no"
"001i000000Lhyc4","1994-1995","Full",2,"Berkeley Saturday","Orchestra","2",2,"no"
"001i000000NuPgH","2003-2004","Trio",1,"San Francisco","",NA,0.5,"no"
"001i000000LhyWZ","2001-2002","Full",2,"Berkeley Saturday","Orchestra","2",2,"no"
"001i000000LhyaY","1996-1997","Full",2,"Peninsula","Orchestra","2",2,"no"
"001i000000NuOFx","1994-1995","Full",2,"San Francisco","Box","1",2,"no"
"001i000000NuNk4","1993-1994","Quartet",2,"Contra Costa","Orchestra","2",1,"no"
"001i000000LhyWb","2000-2001","Quartet",2,"Berkeley Saturday","Balcony Front","3",1,"no"
"001i000000NuO5O","1995-1996","Full",2,"Contra Costa","Orchestra","2",2,"no"
"001i000000NuOC8","2001-2002","Full",2,"Berkeley Saturday","Orchestra","2",2,"no"
"001i000000NuNz6","1997-1998","Full",2,"Contra Costa","Orchestra","2",2,"no"
"001i000000LhybH","2013-2014","Full",1,"Berkeley Sunday",NA,"4",1,"no"
"001i000000LhySL","1999-2000","Full",1,"Berkeley Sunday","Balcony Rear","4",1,"no"
"001i000000NuO6v","2006-2007","Full",4,"San Francisco","Premium Orchestra","1",4,"no"
"001i000000NuO51","2003-2004","Full",1,"Berkeley Saturday","",NA,1,"no"
"001i000000NuPUD","2001-2002","Trio",2,"Berkeley Saturday","Orchestra","2",1,"no"
"001i000000LhyQB","2006-2007","Full",2,"San Francisco","Dress Circle","3",2,"no"
"001i000000LhyRC","1996-1997","Full",4,"Peninsula","Orchestra","2",4,"no"
"001i000000LhyRT","2009-2010","Full",2,"Berkeley Sunday","Premium Orchestra","1",2,"no"
"001i000000NuO0y","1997-1998","Full",2,"San Francisco","Orchestra","2",2,"no"
"001i000000NuP4K","1999-2000","Full",1,"Berkeley Saturday","Balcony Rear","4",1,"no"
"001i000000LhyPk","2009-2010","Full",2,"San Francisco","Dress Circle","3",2,"no"
"001i000000LhyQs","1997-1998","Full",2,"Berkeley Sunday","Orchestra","2",2,"no"
"001i000000LhyXH","2013-2014","Full",2,"Peninsula",NA,"4",2,"no"
"001i000000NuOB1","1998-1999","Full",2,"Berkeley Saturday","Orchestra","2",2,"no"
"001i000000LhyZQ","2006-2007","Quartet",1,"San Francisco","Balcony","4",0.5,"no"
"001i000000LhyUq","1996-1997","Full",2,"Peninsula","Orchestra","2",2,"no"
"001i000000NuOhh","2008-2009","Quartet",2,"Berkeley Saturday","Premium Orchestra","1",1,"no"
"001i000000NuP2z","1998-1999","Quartet",4,"Berkeley Saturday","Orchestra","2",2,"no"
"001i000000LhyS8","1994-1995","Full",3,"Berkeley Sunday","Balcony Front","3",3,"no"
"001i000000NuPob","2003-2004","Quartet",1,"Peninsula","",NA,0.5,"no"
"001i000000NuNwV","2007-2008","Full",2,"San Francisco","Balcony","4",2,"no"
"001i000000NuP6o","1998-1999","Full",2,"Orange County","Orchestra","2",2,"no"
"001i000000LhyY5","2010-2011","Quartet A",2,"Berkeley Sunday","Orchestra","1",1,"no"
"001i000000LhyPH","2013-2014","Full",2,"San Francisco",NA,"1",2,"no"
"001i000000NuO1i","1993-1994","Full",2,"Berkeley Saturday","Orchestra","2",2,"no"
"001i000000LhycN","2012-2013","Full",2,"San Francisco","Dress Circle","2",2,"no"
"001i000000LhyT2","2003-2004","Full",1,"Berkeley Sunday","",NA,1,"no"
"001i000000NuPKr","2007-2008","Quartet",1,"Berkeley Saturday","Balcony Rear","4",0.5,"no"
"001i000000LhyUx","2003-2004","Full",1,"Berkeley Saturday","",NA,1,"no"
"001i000000NuOpd","1996-1997","Full",2,"Santa Rosa","Orchestra","2",2,"no"
"001i000000NuPIj","2000-2001","Full",1,"Orange County","Orchestra","2",1,"no"
"001i000000NuNpB","1997-1998","Full",2,"Santa Rosa","Orchestra","2",2,"no"
"001i000000LhyQL","2008-2009","Quartet",2,"Berkeley Sunday","Premium Orchestra","1",1,"no"
"001i000000LhyQ7","2011-2012","Full",2,"Peninsula","Orchestra","0",2,"no"
"001i000000LhybY","2000-2001","Full",2,"San Francisco","Orchestra","2",2,"no"
"001i000000NuNvO","1993-1994","Full",3,"San Francisco","Orchestra","2",3,"no"
"001i000000NuNpN","2000-2001","Quartet CC",2,"Contra Costa","Orchestra","2",1,"no"
"001i000000NuNoL","2004-2005","Full",1,"Berkeley Sunday","",NA,1,"no"
"001i000000LhyV6","2008-2009","Full",2,"Berkeley Sunday","Premium Orchestra","1",2,"no"
"001i000000NuOED","1994-1995","Full",3,"Santa Rosa","Orchestra","2",3,"no"
"001i000000NuNng","1993-1994","Full",1,"San Francisco","Orchestra","2",1,"no"
"001i000000LhyaK","1998-1999","Full",1,"San Francisco","Orchestra","2",1,"no"
"001i000000LhyUn","1993-1994","Full",2,"Peninsula","Balcony","4",2,"no"
"001i000000NuP9a","2005-2006","Full",1,"Peninsula","Orchestra Front","1",1,"no"
"001i000000NuNuz","2008-2009","Full",2,"Peninsula","Balcony Front","3",2,"no"
"001i000000LhybE","1999-2000","Quartet",2,"Berkeley Saturday","Orchestra","2",1,"no"
"001i000000LhyRN","2014-2015","Full",2,"Berkeley Saturday",NA,"4",2,"no"
"001i000000NuNmQ","1996-1997","Full",2,"Berkeley Sunday","Orchestra","2",2,"no"
"001i000000LhybP","2004-2005","Full",1,"San Francisco","",NA,1,"no"
"001i000000NuOJB","1993-1994","Quartet",1,"Berkeley Sunday","Balcony Front","3",0.5,"no"
"001i000000NuQn3","2011-2012","Full",1,"Peninsula","Orchestra","0",1,"no"
"001i000000NuPLy","2002-2003","Trio",1,"Berkeley Sunday","",NA,0.5,"no"
"001i000000LhyUO","2002-2003","Quartet",1,"San Francisco","",NA,0.5,"no"
"001i000000LhyW3","2001-2002","Full",1,"Berkeley Sunday","Balcony Front","3",1,"no"
"001i000000LhyPg","1996-1997","Full",2,"Contra Costa","Orchestra","2",2,"no"
"001i000000LhyZx","2009-2010","Full",1,"Peninsula","Premium Orchestra","1",1,"no"
"001i000000NuNnC","1993-1994","Full",2,"Santa Rosa","Orchestra","2",2,"no"
"001i000000NuO3f","1999-2000","Full",2,"Berkeley Saturday","Orchestra","2",2,"no"
"001i000000NuP1K","1998-1999","Full",2,"San Francisco","Orchestra","2",2,"no"
"001i000000NuOw1","2002-2003","Full",1,"Peninsula","",NA,1,"no"
"001i000000NuONU","1996-1997","Full",1,"Peninsula","Orchestra","2",1,"no"
"001i000000NuO2G","1993-1994","Full",2,"Berkeley Saturday","Orchestra","2",2,"no"
"001i000000LhyS1","2011-2012","Full",2,"Berkeley Sunday","Orchestra","0",2,"no"
"001i000000LhyPd","2000-2001","Full",2,"Berkeley Sunday","Orchestra","2",2,"no"
"001i000000NuOOL","1999-2000","Full",2,"Santa Rosa","Orchestra","2",2,"no"
"001i000000LhyZy","2000-2001","Quartet CC",2,"Contra Costa","Orchestra","2",1,"no"
"001i000000NuOO4","2002-2003","Full",1,"San Francisco","",NA,1,"no"
"001i000000LhyPJ","2003-2004","Quartet CC",1,"Contra Costa","",NA,0.5,"no"
"001i000000NuOWq","1994-1995","Full",2,"Contra Costa","Orchestra","2",2,"no"
"001i000000NuNXp","1993-1994","Full",1,"San Francisco","Dress Circle","3",1,"no"
"001i000000LhyQ3","1997-1998","Full",4,"San Francisco","Orchestra","2",4,"no"
"001i000000LhyaF","2000-2001","Quartet",2,"Berkeley Sunday","Balcony Front","3",1,"no"
"001i000000NuNtP","1997-1998","Full",2,"San Francisco","Dress Circle","3",2,"no"
"001i000000LhyS0","2007-2008","Full",2,"Peninsula","Premium Orchestra","1",2,"no"
"001i000000NuNoe","1995-1996","Full",4,"San Francisco","Box","1",4,"no"
"001i000000LhyPp","2014-2015","Full",2,"Berkeley Sunday",NA,"4",2,"no"
"001i000000LhyQU","2011-2012","Quartet",2,"Peninsula","Orchestra","1",1,"no"
"001i000000LhyYR","2004-2005","Full",1,"Berkeley Saturday","",NA,1,"no"
"001i000000LhyWz","2003-2004","Full",1,"Peninsula","",NA,1,"no"
"001i000000NuOB1","2011-2012","Quartet",1,"Berkeley Saturday","Orchestra","0",0.5,"no"
"001i000000NuOVP","1994-1995","Full",1,"Contra Costa","Orchestra","2",1,"no"
"001i000000NuOJP","1993-1994","Quartet",1,"San Francisco","Balcony","4",0.5,"no"
"001i000000LhyX3","2010-2011","Quartet B",1,"Peninsula","Orchestra","0",0.5,"no"
"001i000000NuOqo","2003-2004","Quartet CC",1,"Contra Costa","",NA,0.5,"no"
"001i000000LhyV6","2012-2013","Full",2,"Berkeley Sunday","Orchestra","0",2,"no"
"001i000000NuOVK","2010-2011","Full",1,"Peninsula","Orchestra","0",1,"no"
"001i000000NuOLJ","1995-1996","Quartet",2,"San Francisco","Dress Circle","3",1,"no"
"001i000000NuP9P","2002-2003","Quartet CC",1,"Contra Costa","",NA,0.5,"no"
"001i000000NuOXu","1995-1996","Full",1,"San Francisco","Orchestra","2",1,"no"
"001i000000LhyPD","1995-1996","Full",2,"San Francisco","Orchestra","2",2,"no"
"001i000000LhyRi","2010-2011","Quartet B",2,"Peninsula","Orchestra","3",1,"no"
"001i000000NuOI5","1995-1996","Quartet",1,"San Francisco","Orchestra","2",0.5,"no"
"001i000000NuOcO","1999-2000","Full",2,"Berkeley Saturday","Orchestra","2",2,"no"
"001i000000LhyV9","1998-1999","Full",2,"Berkeley Sunday","Orchestra","2",2,"no"
"001i000000NuNXp","2002-2003","Full",1,"San Francisco","",NA,1,"no"
"001i000000NuOyZ","2008-2009","Trio",2,"Berkeley Saturday","Premium Orchestra","1",1,"no"
"001i000000LhyWQ","2006-2007","Quartet",1,"San Francisco","Orchestra","2",0.5,"no"
"001i000000NuOZV","1994-1995","Full",1,"Santa Rosa","Orchestra","2",1,"no"
"001i000000NuOEH","2011-2012","Trio",2,"San Francisco","Orchestra","0",1,"no"
"001i000000NuPBh","1999-2000","Full",2,"Peninsula","Balcony","4",2,"no"
"001i000000LhyQz","2013-2014","Trio A",2,"Peninsula",NA,"0",1,"no"
"001i000000NuOF2","1993-1994","Quartet",2,"Berkeley Saturday","Orchestra","2",1,"no"
"001i000000NuNvd","1995-1996","Full",2,"Berkeley Saturday","Orchestra","2",2,"no"
"001i000000LhyX3","2013-2014","Trio A",1,"Peninsula",NA,"0",0.5,"no"
"001i000000LhyUo","1999-2000","Full",2,"Peninsula","Orchestra","2",2,"no"
"001i000000LhyUY","2002-2003","Full",1,"San Francisco","",NA,1,"no"
"001i000000NuOEQ","2012-2013","Trio B",4,"Berkeley Saturday","Orchestra","0",2,"no"
"001i000000NuP4M","2007-2008","Quartet CC",1,"Contra Costa","Premium Orchestra","1",0.5,"no"
"001i000000NuNk4","1997-1998","Full",2,"Contra Costa","Orchestra","2",2,"no"
"001i000000LhyVi","2012-2013","Full",2,"Peninsula","Orchestra","3",2,"no"
"001i000000NuO2c","1993-1994","Full",2,"San Francisco","Dress Circle","3",2,"no"
"001i000000LhyUR","2012-2013","Full",2,"Berkeley Sunday","Balcony Rear","4",2,"no"
"001i000000NuPG8","2000-2001","Full",1,"Orange County","Orchestra","2",1,"no"
"001i000000NuNVI","1994-1995","Full",4,"Berkeley Sunday","Balcony Front","3",4,"no"
"001i000000LhyTj","2002-2003","Full",1,"Berkeley Saturday","",NA,1,"no"
"001i000000NuOES","1999-2000","Full",2,"Contra Costa","Orchestra","2",2,"no"
"001i000000LhySJ","2005-2006","Full",2,"Peninsula","Orchestra Front","1",2,"no"
"001i000000NuNsD","1995-1996","Full",2,"Peninsula","Orchestra","2",2,"no"
"001i000000NuOXH","1995-1996","Full",4,"Contra Costa","Orchestra","2",4,"no"
"001i000000NuOah","1994-1995","Full",2,"Contra Costa","Orchestra","2",2,"no"
"001i000000NuNlk","1993-1994","Full",1,"Berkeley Sunday","Orchestra","2",1,"no"
"001i000000NuOFQ","1993-1994","Full",2,"Peninsula","Orchestra","2",2,"no"
"001i000000NuO7t","1995-1996","Full",1,"San Francisco","Orchestra","2",1,"no"
"001i000000LhyUz","2012-2013","Full",1,"San Francisco","Orchestra","2",1,"no"
