"account.id","2010-2011","2011-2012","2012-2013","2013-2014","2014-2015","L2010-2011","L2011-2012","L2012-2013","L2013-2014","L2014-2015"
"001i000000NuPoC","001i000000NuPoC2010-2011","001i000000NuPoC2011-2012","001i000000NuPoC2012-2013","001i000000NuPoC2013-2014","001i000000NuPoC2014-2015",1,1,1,1,0
"001i000000NuPoD","001i000000NuPoD2010-2011","001i000000NuPoD2011-2012","001i000000NuPoD2012-2013","001i000000NuPoD2013-2014","001i000000NuPoD2014-2015",1,1,1,1,0
"001i000000NuPoE","001i000000NuPoE2010-2011","001i000000NuPoE2011-2012","001i000000NuPoE2012-2013","001i000000NuPoE2013-2014","001i000000NuPoE2014-2015",1,1,1,1,0
"001i000000NuPoF","001i000000NuPoF2010-2011","001i000000NuPoF2011-2012","001i000000NuPoF2012-2013","001i000000NuPoF2013-2014","001i000000NuPoF2014-2015",1,1,1,1,0
"001i000000NuPoG","001i000000NuPoG2010-2011","001i000000NuPoG2011-2012","001i000000NuPoG2012-2013","001i000000NuPoG2013-2014","001i000000NuPoG2014-2015",1,1,1,1,0
"001i000000NuPoH","001i000000NuPoH2010-2011","001i000000NuPoH2011-2012","001i000000NuPoH2012-2013","001i000000NuPoH2013-2014","001i000000NuPoH2014-2015",1,1,1,1,0
"001i000000NuPoI","001i000000NuPoI2010-2011","001i000000NuPoI2011-2012","001i000000NuPoI2012-2013","001i000000NuPoI2013-2014","001i000000NuPoI2014-2015",1,1,1,1,0
"001i000000NuPoJ","001i000000NuPoJ2010-2011","001i000000NuPoJ2011-2012","001i000000NuPoJ2012-2013","001i000000NuPoJ2013-2014","001i000000NuPoJ2014-2015",1,1,1,1,0
"001i000000NuPoK","001i000000NuPoK2010-2011","001i000000NuPoK2011-2012","001i000000NuPoK2012-2013","001i000000NuPoK2013-2014","001i000000NuPoK2014-2015",1,1,1,1,0
"001i000000NuPoL","001i000000NuPoL2010-2011","001i000000NuPoL2011-2012","001i000000NuPoL2012-2013","001i000000NuPoL2013-2014","001i000000NuPoL2014-2015",1,1,1,1,0
"001i000000NuPoM","001i000000NuPoM2010-2011","001i000000NuPoM2011-2012","001i000000NuPoM2012-2013","001i000000NuPoM2013-2014","001i000000NuPoM2014-2015",1,1,1,1,0
"001i000000NuPoN","001i000000NuPoN2010-2011","001i000000NuPoN2011-2012","001i000000NuPoN2012-2013","001i000000NuPoN2013-2014","001i000000NuPoN2014-2015",1,1,1,1,0
"001i000000NuPoO","001i000000NuPoO2010-2011","001i000000NuPoO2011-2012","001i000000NuPoO2012-2013","001i000000NuPoO2013-2014","001i000000NuPoO2014-2015",1,1,1,1,0
"001i000000NuPoP","001i000000NuPoP2010-2011","001i000000NuPoP2011-2012","001i000000NuPoP2012-2013","001i000000NuPoP2013-2014","001i000000NuPoP2014-2015",1,1,1,1,0
"001i000000NuPoQ","001i000000NuPoQ2010-2011","001i000000NuPoQ2011-2012","001i000000NuPoQ2012-2013","001i000000NuPoQ2013-2014","001i000000NuPoQ2014-2015",1,1,1,1,0
"001i000000NuPoR","001i000000NuPoR2010-2011","001i000000NuPoR2011-2012","001i000000NuPoR2012-2013","001i000000NuPoR2013-2014","001i000000NuPoR2014-2015",1,1,1,1,0
"001i000000NuPoS","001i000000NuPoS2010-2011","001i000000NuPoS2011-2012","001i000000NuPoS2012-2013","001i000000NuPoS2013-2014","001i000000NuPoS2014-2015",1,1,1,1,0
"001i000000NuPoT","001i000000NuPoT2010-2011","001i000000NuPoT2011-2012","001i000000NuPoT2012-2013","001i000000NuPoT2013-2014","001i000000NuPoT2014-2015",1,1,1,1,0
"001i000000NuPoU","001i000000NuPoU2010-2011","001i000000NuPoU2011-2012","001i000000NuPoU2012-2013","001i000000NuPoU2013-2014","001i000000NuPoU2014-2015",1,1,1,1,0
"001i000000NuPoV","001i000000NuPoV2010-2011","001i000000NuPoV2011-2012","001i000000NuPoV2012-2013","001i000000NuPoV2013-2014","001i000000NuPoV2014-2015",1,1,1,1,0
"001i000000NuPoW","001i000000NuPoW2010-2011","001i000000NuPoW2011-2012","001i000000NuPoW2012-2013","001i000000NuPoW2013-2014","001i000000NuPoW2014-2015",1,1,1,1,0
"001i000000NuPoX","001i000000NuPoX2010-2011","001i000000NuPoX2011-2012","001i000000NuPoX2012-2013","001i000000NuPoX2013-2014","001i000000NuPoX2014-2015",1,1,1,1,0
"001i000000NuPoY","001i000000NuPoY2010-2011","001i000000NuPoY2011-2012","001i000000NuPoY2012-2013","001i000000NuPoY2013-2014","001i000000NuPoY2014-2015",1,1,1,1,0
"001i000000NuPoZ","001i000000NuPoZ2010-2011","001i000000NuPoZ2011-2012","001i000000NuPoZ2012-2013","001i000000NuPoZ2013-2014","001i000000NuPoZ2014-2015",1,1,1,1,0
"001i000000NuPoa","001i000000NuPoa2010-2011","001i000000NuPoa2011-2012","001i000000NuPoa2012-2013","001i000000NuPoa2013-2014","001i000000NuPoa2014-2015",1,1,1,1,0
"001i000000NuPob","001i000000NuPob2010-2011","001i000000NuPob2011-2012","001i000000NuPob2012-2013","001i000000NuPob2013-2014","001i000000NuPob2014-2015",1,1,1,1,0
"001i000000NuPoc","001i000000NuPoc2010-2011","001i000000NuPoc2011-2012","001i000000NuPoc2012-2013","001i000000NuPoc2013-2014","001i000000NuPoc2014-2015",1,1,1,1,0
"001i000000NuPod","001i000000NuPod2010-2011","001i000000NuPod2011-2012","001i000000NuPod2012-2013","001i000000NuPod2013-2014","001i000000NuPod2014-2015",1,1,1,1,0
"001i000000NuPoe","001i000000NuPoe2010-2011","001i000000NuPoe2011-2012","001i000000NuPoe2012-2013","001i000000NuPoe2013-2014","001i000000NuPoe2014-2015",1,1,1,1,0
"001i000000NuPof","001i000000NuPof2010-2011","001i000000NuPof2011-2012","001i000000NuPof2012-2013","001i000000NuPof2013-2014","001i000000NuPof2014-2015",1,1,1,1,0
"001i000000NuPog","001i000000NuPog2010-2011","001i000000NuPog2011-2012","001i000000NuPog2012-2013","001i000000NuPog2013-2014","001i000000NuPog2014-2015",1,1,1,1,0
"001i000000NuPoh","001i000000NuPoh2010-2011","001i000000NuPoh2011-2012","001i000000NuPoh2012-2013","001i000000NuPoh2013-2014","001i000000NuPoh2014-2015",1,1,1,1,0
"001i000000NuPoi","001i000000NuPoi2010-2011","001i000000NuPoi2011-2012","001i000000NuPoi2012-2013","001i000000NuPoi2013-2014","001i000000NuPoi2014-2015",1,1,1,1,0
"001i000000NuPoj","001i000000NuPoj2010-2011","001i000000NuPoj2011-2012","001i000000NuPoj2012-2013","001i000000NuPoj2013-2014","001i000000NuPoj2014-2015",1,1,1,1,0
"001i000000NuPok","001i000000NuPok2010-2011","001i000000NuPok2011-2012","001i000000NuPok2012-2013","001i000000NuPok2013-2014","001i000000NuPok2014-2015",1,1,1,1,0
"001i000000NuPol","001i000000NuPol2010-2011","001i000000NuPol2011-2012","001i000000NuPol2012-2013","001i000000NuPol2013-2014","001i000000NuPol2014-2015",1,1,1,1,0
"001i000000NuPom","001i000000NuPom2010-2011","001i000000NuPom2011-2012","001i000000NuPom2012-2013","001i000000NuPom2013-2014","001i000000NuPom2014-2015",1,1,1,1,0
"001i000000NuPon","001i000000NuPon2010-2011","001i000000NuPon2011-2012","001i000000NuPon2012-2013","001i000000NuPon2013-2014","001i000000NuPon2014-2015",1,1,1,1,0
"001i000000NuPoo","001i000000NuPoo2010-2011","001i000000NuPoo2011-2012","001i000000NuPoo2012-2013","001i000000NuPoo2013-2014","001i000000NuPoo2014-2015",1,1,1,1,0
"001i000000NuPop","001i000000NuPop2010-2011","001i000000NuPop2011-2012","001i000000NuPop2012-2013","001i000000NuPop2013-2014","001i000000NuPop2014-2015",1,1,1,1,0
"001i000000NuPoq","001i000000NuPoq2010-2011","001i000000NuPoq2011-2012","001i000000NuPoq2012-2013","001i000000NuPoq2013-2014","001i000000NuPoq2014-2015",1,1,1,1,0
"001i000000NuPor","001i000000NuPor2010-2011","001i000000NuPor2011-2012","001i000000NuPor2012-2013","001i000000NuPor2013-2014","001i000000NuPor2014-2015",1,1,1,1,0
"001i000000NuPos","001i000000NuPos2010-2011","001i000000NuPos2011-2012","001i000000NuPos2012-2013","001i000000NuPos2013-2014","001i000000NuPos2014-2015",1,1,1,1,0
"001i000000NuPot","001i000000NuPot2010-2011","001i000000NuPot2011-2012","001i000000NuPot2012-2013","001i000000NuPot2013-2014","001i000000NuPot2014-2015",1,1,1,1,0
"001i000000NuPou","001i000000NuPou2010-2011","001i000000NuPou2011-2012","001i000000NuPou2012-2013","001i000000NuPou2013-2014","001i000000NuPou2014-2015",1,1,1,1,0
"001i000000NuPov","001i000000NuPov2010-2011","001i000000NuPov2011-2012","001i000000NuPov2012-2013","001i000000NuPov2013-2014","001i000000NuPov2014-2015",1,1,1,1,0
"001i000000NuPow","001i000000NuPow2010-2011","001i000000NuPow2011-2012","001i000000NuPow2012-2013","001i000000NuPow2013-2014","001i000000NuPow2014-2015",1,1,1,1,0
"001i000000NuPox","001i000000NuPox2010-2011","001i000000NuPox2011-2012","001i000000NuPox2012-2013","001i000000NuPox2013-2014","001i000000NuPox2014-2015",1,1,1,1,0
"001i000000NuPoy","001i000000NuPoy2010-2011","001i000000NuPoy2011-2012","001i000000NuPoy2012-2013","001i000000NuPoy2013-2014","001i000000NuPoy2014-2015",1,1,1,1,0
"001i000000NuPoz","001i000000NuPoz2010-2011","001i000000NuPoz2011-2012","001i000000NuPoz2012-2013","001i000000NuPoz2013-2014","001i000000NuPoz2014-2015",1,1,1,1,0
"001i000000NuPp0","001i000000NuPp02010-2011","001i000000NuPp02011-2012","001i000000NuPp02012-2013","001i000000NuPp02013-2014","001i000000NuPp02014-2015",1,1,1,1,0
"001i000000NuPp1","001i000000NuPp12010-2011","001i000000NuPp12011-2012","001i000000NuPp12012-2013","001i000000NuPp12013-2014","001i000000NuPp12014-2015",1,1,1,1,0
"001i000000NuPp2","001i000000NuPp22010-2011","001i000000NuPp22011-2012","001i000000NuPp22012-2013","001i000000NuPp22013-2014","001i000000NuPp22014-2015",1,1,1,1,0
"001i000000NuPp3","001i000000NuPp32010-2011","001i000000NuPp32011-2012","001i000000NuPp32012-2013","001i000000NuPp32013-2014","001i000000NuPp32014-2015",1,1,1,1,0
"001i000000NuPp4","001i000000NuPp42010-2011","001i000000NuPp42011-2012","001i000000NuPp42012-2013","001i000000NuPp42013-2014","001i000000NuPp42014-2015",1,1,1,1,0
"001i000000NuPp5","001i000000NuPp52010-2011","001i000000NuPp52011-2012","001i000000NuPp52012-2013","001i000000NuPp52013-2014","001i000000NuPp52014-2015",1,1,1,1,0
"001i000000NuPp6","001i000000NuPp62010-2011","001i000000NuPp62011-2012","001i000000NuPp62012-2013","001i000000NuPp62013-2014","001i000000NuPp62014-2015",1,1,1,1,0
"001i000000NuPp7","001i000000NuPp72010-2011","001i000000NuPp72011-2012","001i000000NuPp72012-2013","001i000000NuPp72013-2014","001i000000NuPp72014-2015",1,1,1,1,0
"001i000000NuPp8","001i000000NuPp82010-2011","001i000000NuPp82011-2012","001i000000NuPp82012-2013","001i000000NuPp82013-2014","001i000000NuPp82014-2015",1,1,1,1,0
"001i000000NuPp9","001i000000NuPp92010-2011","001i000000NuPp92011-2012","001i000000NuPp92012-2013","001i000000NuPp92013-2014","001i000000NuPp92014-2015",1,1,1,1,0
"001i000000NuPpA","001i000000NuPpA2010-2011","001i000000NuPpA2011-2012","001i000000NuPpA2012-2013","001i000000NuPpA2013-2014","001i000000NuPpA2014-2015",1,1,1,1,0
"001i000000NuPpB","001i000000NuPpB2010-2011","001i000000NuPpB2011-2012","001i000000NuPpB2012-2013","001i000000NuPpB2013-2014","001i000000NuPpB2014-2015",1,1,1,1,0
"001i000000NuPpC","001i000000NuPpC2010-2011","001i000000NuPpC2011-2012","001i000000NuPpC2012-2013","001i000000NuPpC2013-2014","001i000000NuPpC2014-2015",1,1,1,1,0
"001i000000NuPpD","001i000000NuPpD2010-2011","001i000000NuPpD2011-2012","001i000000NuPpD2012-2013","001i000000NuPpD2013-2014","001i000000NuPpD2014-2015",1,1,1,1,0
"001i000000NuPpE","001i000000NuPpE2010-2011","001i000000NuPpE2011-2012","001i000000NuPpE2012-2013","001i000000NuPpE2013-2014","001i000000NuPpE2014-2015",1,1,1,1,0
"001i000000NuPpF","001i000000NuPpF2010-2011","001i000000NuPpF2011-2012","001i000000NuPpF2012-2013","001i000000NuPpF2013-2014","001i000000NuPpF2014-2015",1,1,1,1,0
"001i000000NuPpG","001i000000NuPpG2010-2011","001i000000NuPpG2011-2012","001i000000NuPpG2012-2013","001i000000NuPpG2013-2014","001i000000NuPpG2014-2015",1,1,1,1,0
"001i000000NuPpH","001i000000NuPpH2010-2011","001i000000NuPpH2011-2012","001i000000NuPpH2012-2013","001i000000NuPpH2013-2014","001i000000NuPpH2014-2015",1,1,1,1,0
"001i000000NuPpI","001i000000NuPpI2010-2011","001i000000NuPpI2011-2012","001i000000NuPpI2012-2013","001i000000NuPpI2013-2014","001i000000NuPpI2014-2015",1,1,1,1,0
"001i000000NuPpJ","001i000000NuPpJ2010-2011","001i000000NuPpJ2011-2012","001i000000NuPpJ2012-2013","001i000000NuPpJ2013-2014","001i000000NuPpJ2014-2015",1,1,1,1,0
"001i000000NuPpK","001i000000NuPpK2010-2011","001i000000NuPpK2011-2012","001i000000NuPpK2012-2013","001i000000NuPpK2013-2014","001i000000NuPpK2014-2015",1,1,1,1,0
"001i000000NuPpL","001i000000NuPpL2010-2011","001i000000NuPpL2011-2012","001i000000NuPpL2012-2013","001i000000NuPpL2013-2014","001i000000NuPpL2014-2015",1,1,1,1,0
"001i000000NuPpM","001i000000NuPpM2010-2011","001i000000NuPpM2011-2012","001i000000NuPpM2012-2013","001i000000NuPpM2013-2014","001i000000NuPpM2014-2015",1,1,1,1,0
"001i000000NuPpN","001i000000NuPpN2010-2011","001i000000NuPpN2011-2012","001i000000NuPpN2012-2013","001i000000NuPpN2013-2014","001i000000NuPpN2014-2015",1,1,1,1,0
"001i000000NuPpO","001i000000NuPpO2010-2011","001i000000NuPpO2011-2012","001i000000NuPpO2012-2013","001i000000NuPpO2013-2014","001i000000NuPpO2014-2015",1,1,1,1,0
"001i000000NuPpP","001i000000NuPpP2010-2011","001i000000NuPpP2011-2012","001i000000NuPpP2012-2013","001i000000NuPpP2013-2014","001i000000NuPpP2014-2015",1,1,1,1,0
"001i000000NuPpQ","001i000000NuPpQ2010-2011","001i000000NuPpQ2011-2012","001i000000NuPpQ2012-2013","001i000000NuPpQ2013-2014","001i000000NuPpQ2014-2015",1,1,1,1,0
"001i000000NuPpR","001i000000NuPpR2010-2011","001i000000NuPpR2011-2012","001i000000NuPpR2012-2013","001i000000NuPpR2013-2014","001i000000NuPpR2014-2015",1,1,1,1,0
"001i000000NuPpS","001i000000NuPpS2010-2011","001i000000NuPpS2011-2012","001i000000NuPpS2012-2013","001i000000NuPpS2013-2014","001i000000NuPpS2014-2015",1,1,1,1,0
"001i000000NuPpT","001i000000NuPpT2010-2011","001i000000NuPpT2011-2012","001i000000NuPpT2012-2013","001i000000NuPpT2013-2014","001i000000NuPpT2014-2015",1,1,1,1,0
"001i000000NuPpU","001i000000NuPpU2010-2011","001i000000NuPpU2011-2012","001i000000NuPpU2012-2013","001i000000NuPpU2013-2014","001i000000NuPpU2014-2015",1,1,1,1,0
"001i000000NuPpV","001i000000NuPpV2010-2011","001i000000NuPpV2011-2012","001i000000NuPpV2012-2013","001i000000NuPpV2013-2014","001i000000NuPpV2014-2015",1,1,1,1,0
"001i000000NuPpW","001i000000NuPpW2010-2011","001i000000NuPpW2011-2012","001i000000NuPpW2012-2013","001i000000NuPpW2013-2014","001i000000NuPpW2014-2015",1,1,1,1,0
"001i000000NuPpX","001i000000NuPpX2010-2011","001i000000NuPpX2011-2012","001i000000NuPpX2012-2013","001i000000NuPpX2013-2014","001i000000NuPpX2014-2015",1,1,1,1,0
"001i000000NuPpY","001i000000NuPpY2010-2011","001i000000NuPpY2011-2012","001i000000NuPpY2012-2013","001i000000NuPpY2013-2014","001i000000NuPpY2014-2015",1,1,1,1,0
"001i000000NuPpZ","001i000000NuPpZ2010-2011","001i000000NuPpZ2011-2012","001i000000NuPpZ2012-2013","001i000000NuPpZ2013-2014","001i000000NuPpZ2014-2015",1,1,1,1,0
"001i000000NuPpa","001i000000NuPpa2010-2011","001i000000NuPpa2011-2012","001i000000NuPpa2012-2013","001i000000NuPpa2013-2014","001i000000NuPpa2014-2015",1,1,1,1,0
"001i000000NuPpb","001i000000NuPpb2010-2011","001i000000NuPpb2011-2012","001i000000NuPpb2012-2013","001i000000NuPpb2013-2014","001i000000NuPpb2014-2015",1,1,1,1,0
"001i000000NuPpc","001i000000NuPpc2010-2011","001i000000NuPpc2011-2012","001i000000NuPpc2012-2013","001i000000NuPpc2013-2014","001i000000NuPpc2014-2015",1,1,1,1,0
"001i000000NuPpd","001i000000NuPpd2010-2011","001i000000NuPpd2011-2012","001i000000NuPpd2012-2013","001i000000NuPpd2013-2014","001i000000NuPpd2014-2015",1,1,1,1,0
"001i000000NuPpe","001i000000NuPpe2010-2011","001i000000NuPpe2011-2012","001i000000NuPpe2012-2013","001i000000NuPpe2013-2014","001i000000NuPpe2014-2015",1,1,1,1,0
"001i000000NuPpf","001i000000NuPpf2010-2011","001i000000NuPpf2011-2012","001i000000NuPpf2012-2013","001i000000NuPpf2013-2014","001i000000NuPpf2014-2015",1,1,1,1,0
"001i000000NuPpg","001i000000NuPpg2010-2011","001i000000NuPpg2011-2012","001i000000NuPpg2012-2013","001i000000NuPpg2013-2014","001i000000NuPpg2014-2015",1,1,1,1,0
"001i000000NuPph","001i000000NuPph2010-2011","001i000000NuPph2011-2012","001i000000NuPph2012-2013","001i000000NuPph2013-2014","001i000000NuPph2014-2015",1,1,1,1,0
"001i000000NuPpi","001i000000NuPpi2010-2011","001i000000NuPpi2011-2012","001i000000NuPpi2012-2013","001i000000NuPpi2013-2014","001i000000NuPpi2014-2015",1,1,1,1,0
"001i000000NuPpj","001i000000NuPpj2010-2011","001i000000NuPpj2011-2012","001i000000NuPpj2012-2013","001i000000NuPpj2013-2014","001i000000NuPpj2014-2015",1,1,1,1,0
"001i000000NuPpk","001i000000NuPpk2010-2011","001i000000NuPpk2011-2012","001i000000NuPpk2012-2013","001i000000NuPpk2013-2014","001i000000NuPpk2014-2015",1,1,1,1,0
"001i000000NuPpl","001i000000NuPpl2010-2011","001i000000NuPpl2011-2012","001i000000NuPpl2012-2013","001i000000NuPpl2013-2014","001i000000NuPpl2014-2015",1,1,1,1,0
"001i000000NuPpm","001i000000NuPpm2010-2011","001i000000NuPpm2011-2012","001i000000NuPpm2012-2013","001i000000NuPpm2013-2014","001i000000NuPpm2014-2015",1,1,1,1,0
"001i000000NuPpn","001i000000NuPpn2010-2011","001i000000NuPpn2011-2012","001i000000NuPpn2012-2013","001i000000NuPpn2013-2014","001i000000NuPpn2014-2015",1,1,1,1,0
"001i000000NuPpo","001i000000NuPpo2010-2011","001i000000NuPpo2011-2012","001i000000NuPpo2012-2013","001i000000NuPpo2013-2014","001i000000NuPpo2014-2015",1,1,1,1,0
"001i000000NuPpp","001i000000NuPpp2010-2011","001i000000NuPpp2011-2012","001i000000NuPpp2012-2013","001i000000NuPpp2013-2014","001i000000NuPpp2014-2015",1,1,1,1,0
"001i000000NuPpq","001i000000NuPpq2010-2011","001i000000NuPpq2011-2012","001i000000NuPpq2012-2013","001i000000NuPpq2013-2014","001i000000NuPpq2014-2015",1,1,1,1,0
"001i000000NuPpr","001i000000NuPpr2010-2011","001i000000NuPpr2011-2012","001i000000NuPpr2012-2013","001i000000NuPpr2013-2014","001i000000NuPpr2014-2015",1,1,1,1,0
"001i000000NuPps","001i000000NuPps2010-2011","001i000000NuPps2011-2012","001i000000NuPps2012-2013","001i000000NuPps2013-2014","001i000000NuPps2014-2015",1,1,1,1,0
"001i000000NuPpt","001i000000NuPpt2010-2011","001i000000NuPpt2011-2012","001i000000NuPpt2012-2013","001i000000NuPpt2013-2014","001i000000NuPpt2014-2015",1,1,1,1,0
"001i000000NuPpu","001i000000NuPpu2010-2011","001i000000NuPpu2011-2012","001i000000NuPpu2012-2013","001i000000NuPpu2013-2014","001i000000NuPpu2014-2015",1,1,1,1,0
"001i000000NuPpv","001i000000NuPpv2010-2011","001i000000NuPpv2011-2012","001i000000NuPpv2012-2013","001i000000NuPpv2013-2014","001i000000NuPpv2014-2015",1,1,1,1,0
"001i000000NuPpw","001i000000NuPpw2010-2011","001i000000NuPpw2011-2012","001i000000NuPpw2012-2013","001i000000NuPpw2013-2014","001i000000NuPpw2014-2015",1,1,1,1,0
"001i000000NuPpx","001i000000NuPpx2010-2011","001i000000NuPpx2011-2012","001i000000NuPpx2012-2013","001i000000NuPpx2013-2014","001i000000NuPpx2014-2015",1,1,1,1,0
"001i000000NuPpy","001i000000NuPpy2010-2011","001i000000NuPpy2011-2012","001i000000NuPpy2012-2013","001i000000NuPpy2013-2014","001i000000NuPpy2014-2015",1,1,1,1,0
"001i000000NuPpz","001i000000NuPpz2010-2011","001i000000NuPpz2011-2012","001i000000NuPpz2012-2013","001i000000NuPpz2013-2014","001i000000NuPpz2014-2015",1,1,1,1,0
"001i000000NuPq0","001i000000NuPq02010-2011","001i000000NuPq02011-2012","001i000000NuPq02012-2013","001i000000NuPq02013-2014","001i000000NuPq02014-2015",1,1,1,1,0
"001i000000NuPq1","001i000000NuPq12010-2011","001i000000NuPq12011-2012","001i000000NuPq12012-2013","001i000000NuPq12013-2014","001i000000NuPq12014-2015",1,1,1,1,0
"001i000000NuPq2","001i000000NuPq22010-2011","001i000000NuPq22011-2012","001i000000NuPq22012-2013","001i000000NuPq22013-2014","001i000000NuPq22014-2015",1,1,1,1,0
"001i000000NuPq3","001i000000NuPq32010-2011","001i000000NuPq32011-2012","001i000000NuPq32012-2013","001i000000NuPq32013-2014","001i000000NuPq32014-2015",1,1,1,1,0
"001i000000NuPq4","001i000000NuPq42010-2011","001i000000NuPq42011-2012","001i000000NuPq42012-2013","001i000000NuPq42013-2014","001i000000NuPq42014-2015",1,1,1,1,0
"001i000000NuPq5","001i000000NuPq52010-2011","001i000000NuPq52011-2012","001i000000NuPq52012-2013","001i000000NuPq52013-2014","001i000000NuPq52014-2015",1,1,1,1,0
"001i000000NuPq6","001i000000NuPq62010-2011","001i000000NuPq62011-2012","001i000000NuPq62012-2013","001i000000NuPq62013-2014","001i000000NuPq62014-2015",1,1,1,1,0
"001i000000NuPq7","001i000000NuPq72010-2011","001i000000NuPq72011-2012","001i000000NuPq72012-2013","001i000000NuPq72013-2014","001i000000NuPq72014-2015",1,1,1,1,0
"001i000000NuPq8","001i000000NuPq82010-2011","001i000000NuPq82011-2012","001i000000NuPq82012-2013","001i000000NuPq82013-2014","001i000000NuPq82014-2015",1,1,1,1,0
"001i000000NuPq9","001i000000NuPq92010-2011","001i000000NuPq92011-2012","001i000000NuPq92012-2013","001i000000NuPq92013-2014","001i000000NuPq92014-2015",1,1,1,1,0
"001i000000NuPqA","001i000000NuPqA2010-2011","001i000000NuPqA2011-2012","001i000000NuPqA2012-2013","001i000000NuPqA2013-2014","001i000000NuPqA2014-2015",1,1,1,1,0
"001i000000NuPqB","001i000000NuPqB2010-2011","001i000000NuPqB2011-2012","001i000000NuPqB2012-2013","001i000000NuPqB2013-2014","001i000000NuPqB2014-2015",1,1,1,1,0
"001i000000NuPqC","001i000000NuPqC2010-2011","001i000000NuPqC2011-2012","001i000000NuPqC2012-2013","001i000000NuPqC2013-2014","001i000000NuPqC2014-2015",1,1,1,1,0
"001i000000NuPqD","001i000000NuPqD2010-2011","001i000000NuPqD2011-2012","001i000000NuPqD2012-2013","001i000000NuPqD2013-2014","001i000000NuPqD2014-2015",1,1,1,1,0
"001i000000NuPqE","001i000000NuPqE2010-2011","001i000000NuPqE2011-2012","001i000000NuPqE2012-2013","001i000000NuPqE2013-2014","001i000000NuPqE2014-2015",1,1,1,1,0
"001i000000NuPqF","001i000000NuPqF2010-2011","001i000000NuPqF2011-2012","001i000000NuPqF2012-2013","001i000000NuPqF2013-2014","001i000000NuPqF2014-2015",1,1,1,1,0
"001i000000NuPqG","001i000000NuPqG2010-2011","001i000000NuPqG2011-2012","001i000000NuPqG2012-2013","001i000000NuPqG2013-2014","001i000000NuPqG2014-2015",1,1,1,1,0
"001i000000NuPqH","001i000000NuPqH2010-2011","001i000000NuPqH2011-2012","001i000000NuPqH2012-2013","001i000000NuPqH2013-2014","001i000000NuPqH2014-2015",1,1,1,1,0
"001i000000NuPqI","001i000000NuPqI2010-2011","001i000000NuPqI2011-2012","001i000000NuPqI2012-2013","001i000000NuPqI2013-2014","001i000000NuPqI2014-2015",1,1,1,1,0
"001i000000NuPqJ","001i000000NuPqJ2010-2011","001i000000NuPqJ2011-2012","001i000000NuPqJ2012-2013","001i000000NuPqJ2013-2014","001i000000NuPqJ2014-2015",1,1,1,1,0
"001i000000NuPqK","001i000000NuPqK2010-2011","001i000000NuPqK2011-2012","001i000000NuPqK2012-2013","001i000000NuPqK2013-2014","001i000000NuPqK2014-2015",1,1,1,1,0
"001i000000NuPqL","001i000000NuPqL2010-2011","001i000000NuPqL2011-2012","001i000000NuPqL2012-2013","001i000000NuPqL2013-2014","001i000000NuPqL2014-2015",1,1,1,1,0
"001i000000NuPqM","001i000000NuPqM2010-2011","001i000000NuPqM2011-2012","001i000000NuPqM2012-2013","001i000000NuPqM2013-2014","001i000000NuPqM2014-2015",1,1,1,1,0
"001i000000NuPqN","001i000000NuPqN2010-2011","001i000000NuPqN2011-2012","001i000000NuPqN2012-2013","001i000000NuPqN2013-2014","001i000000NuPqN2014-2015",1,1,1,1,0
"001i000000NuPqO","001i000000NuPqO2010-2011","001i000000NuPqO2011-2012","001i000000NuPqO2012-2013","001i000000NuPqO2013-2014","001i000000NuPqO2014-2015",1,1,1,1,0
"001i000000NuPqP","001i000000NuPqP2010-2011","001i000000NuPqP2011-2012","001i000000NuPqP2012-2013","001i000000NuPqP2013-2014","001i000000NuPqP2014-2015",1,1,1,1,0
"001i000000NuPqQ","001i000000NuPqQ2010-2011","001i000000NuPqQ2011-2012","001i000000NuPqQ2012-2013","001i000000NuPqQ2013-2014","001i000000NuPqQ2014-2015",1,1,1,1,0
"001i000000NuPqR","001i000000NuPqR2010-2011","001i000000NuPqR2011-2012","001i000000NuPqR2012-2013","001i000000NuPqR2013-2014","001i000000NuPqR2014-2015",1,1,1,1,0
"001i000000NuPqS","001i000000NuPqS2010-2011","001i000000NuPqS2011-2012","001i000000NuPqS2012-2013","001i000000NuPqS2013-2014","001i000000NuPqS2014-2015",1,1,1,1,0
"001i000000NuPqT","001i000000NuPqT2010-2011","001i000000NuPqT2011-2012","001i000000NuPqT2012-2013","001i000000NuPqT2013-2014","001i000000NuPqT2014-2015",1,1,1,1,0
"001i000000NuPqU","001i000000NuPqU2010-2011","001i000000NuPqU2011-2012","001i000000NuPqU2012-2013","001i000000NuPqU2013-2014","001i000000NuPqU2014-2015",1,1,1,1,0
"001i000000NuPqV","001i000000NuPqV2010-2011","001i000000NuPqV2011-2012","001i000000NuPqV2012-2013","001i000000NuPqV2013-2014","001i000000NuPqV2014-2015",1,1,1,1,0
"001i000000NuPqW","001i000000NuPqW2010-2011","001i000000NuPqW2011-2012","001i000000NuPqW2012-2013","001i000000NuPqW2013-2014","001i000000NuPqW2014-2015",1,1,1,1,0
"001i000000NuPqX","001i000000NuPqX2010-2011","001i000000NuPqX2011-2012","001i000000NuPqX2012-2013","001i000000NuPqX2013-2014","001i000000NuPqX2014-2015",1,1,1,1,0
