"account.id","shipping.zip.code","billing.zip.code","shipping.city","billing.city","relationship","amount.donated.2013","amount.donated.lifetime","no.donations.lifetime","first.donated"
"001i000000NuPhi","94109-1231","94109","San Francisco","San Francisco","",0,3200,7,"2002-10-26 00:00:00"
"001i000000NuPhj","","94117","","San Francisco","",0,0,0,""
"001i000000NuPhk","","94610","","Oakland","",0,770,6,"2002-10-26 00:00:00"
"001i000000NuPhl","","94610","","Oakland","",0,100,1,"2002-10-26 00:00:00"
"001i000000NuPhm","","94117","","San Francisco","",0,850,3,"2002-10-26 00:00:00"
"001i000000NuPhn","","94111","","San Francisco","",0,0,0,""
"001i000000NuPho","93447-1570","93447","Paseo Robles","Paso Robles","",0,3110,9,"2002-10-26 00:00:00"
"001i000000NuPhp","","94501","","Alameda","",0,600,3,"2003-09-25 00:00:00"
"001i000000NuPhq","","94133","","San Francisco","",0,3315,4,"2002-10-26 00:00:00"
"001i000000NuPhr","","94028","","Portola Valley","",150,4770,4,"2002-10-26 00:00:00"
"001i000000NuPhs","","94941","","Mill Valley","",0,125,1,"2002-10-26 00:00:00"
"001i000000NuPht","","94610","","Piedmont","",0,11200,5,"2002-10-26 00:00:00"
"001i000000NuPhu","","94062","","Woodside","",0,235,3,"2002-10-26 00:00:00"
"001i000000NuPhv","","94123","","San Francisco","",0,120,1,"2002-10-26 00:00:00"
"001i000000NuPhw","","94502","","Alameda","",0,5890,6,"2002-10-26 00:00:00"
"001i000000NuPhx","","","","","",0,10100,2,"2002-10-26 00:00:00"
"001i000000NuPhy","","94025","","Menlo Park","",0,120,2,"2002-10-26 00:00:00"
"001i000000NuPhz","","94917","","Ross","",0,2775,4,"2002-10-26 00:00:00"
"001i000000NuPi0","","94109","","San Francisco","",0,2220,3,"2002-10-26 00:00:00"
"001i000000NuPi1","","94501","","Alameda","",0,40,1,"2002-10-26 00:00:00"
"001i000000NuPi2","","93940","","Berkeley","",0,420,2,"2002-10-26 00:00:00"
"001i000000NuPi3","","94022","","Los Altos","",0,160,1,"2002-10-26 00:00:00"
"001i000000NuPi4","","94117","","San Francisco","",0,100,1,"2002-10-26 00:00:00"
"001i000000NuPi5","94131","94116","San Francisco","San Francisco","",0,1900,1,"2002-10-26 00:00:00"
"001i000000NuPi6","","94110","","San Francisco","",0,350,2,"2002-10-26 00:00:00"
"001i000000NuPi7","94619-2712","94619","Oakland","Oakland","",0,80,1,"2002-10-26 00:00:00"
"001i000000NuPi8","","90277","","Redondo Beach","",0,4500,4,"2002-10-26 00:00:00"
"001i000000NuPi9","","","","","",0,2700,2,"2002-10-26 00:00:00"
"001i000000NuPiA","","94708","","Berkeley","",0,245,3,"2002-10-26 00:00:00"
"001i000000NuPiB","","94306","","Palo Alto","",0,500,1,"2002-10-26 00:00:00"
"001i000000NuPiC","","","","","",0,230,2,"2002-10-26 00:00:00"
"001i000000NuPiD","","94941","","Mill Valley","",0,235,3,"2002-10-26 00:00:00"
"001i000000NuPiE","","94062","","Woodside","",0,1940,3,"2002-10-26 00:00:00"
"001i000000NuPiF","","95014","","Cupertino","",0,45,2,"2002-10-26 00:00:00"
"001i000000NuPiG","","94955","","Petaluma","",0,550,2,"2002-10-26 00:00:00"
"001i000000NuPiH","","94129","","San Francisco","",0,8600,8,"2002-10-26 00:00:00"
"001i000000NuPiI","","94062","","Woodside","",0,2950,3,"2007-07-10 00:00:00"
"001i000000NuPiJ","","94553","","Martinez","",0,0,0,""
"001i000000NuPiK","","10024","","New York","",0,200,1,"2002-11-18 00:00:00"
"001i000000NuPiL","","94563","","Orinda","",0,10000,1,"2003-08-12 00:00:00"
"001i000000NuPiM","","94117","","San Francisco","",0,650,2,"2002-10-26 00:00:00"
"001i000000NuPiN","","94965","","Sausalito","",0,750,3,"2002-10-26 00:00:00"
"001i000000NuPiO","","94960","","San Anselmo","",0,100,1,"2002-11-25 00:00:00"
"001i000000NuPiP","","94402","","San Mateo","",0,350,3,"2002-10-26 00:00:00"
"001i000000NuPiQ","","94402","","San Mateo","",0,1900,1,"2002-10-26 00:00:00"
"001i000000NuPiR","","94010","","Hillsborough","",0,120,1,"2002-10-26 00:00:00"
"001i000000NuPiS","","","","","",0,100,1,"2002-10-26 00:00:00"
"001i000000NuPiT","","94611","","Oakland","",0,825,4,"2002-10-26 00:00:00"
"001i000000NuPiU","","28270","","Charlotte","",0,2385,5,"2002-10-26 00:00:00"
"001i000000NuPiV","","94526","","DANVILLE","",0,0,0,""
"001i000000NuPiW","","94117","","San Francisco","",0,650,1,"2002-10-26 00:00:00"
"001i000000NuPiX","","","","","",0,220,2,"2002-10-26 00:00:00"
"001i000000NuPiY","","94010","","Hillsborough","",0,5000,2,"2002-10-26 00:00:00"
"001i000000NuPiZ","","94536","","Fremont","",0,0,0,""
"001i000000NuPia","","94303","","Palo Alto","",0,0,0,""
"001i000000NuPib","","94708","","Berkeley","",0,0,0,""
"001i000000NuPic","","94705","","Berkeley","",0,200,1,"2002-12-13 00:00:00"
"001i000000NuPid","","94030","","Millbrae","",0,0,0,""
"001i000000NuPie","","94109","","San Francisco","",0,0,0,""
"001i000000NuPif","","94556","","Moraga","",0,0,0,""
"001i000000NuPig","","94118","","San Francisco","",0,0,0,""
"001i000000NuPih","","94595","","Walnut Creek","",0,0,0,""
"001i000000NuPii","","94925","","Corte Madera","",0,0,0,""
"001i000000NuPij","","93108","","Santa Barbara","",0,900,1,"2002-10-26 00:00:00"
"001i000000NuPik","","","","33000 Bordeaux","",0,0.01,1,"2002-10-26 00:00:00"
"001i000000NuPil","","94123","","San Francisco","",0,2000,1,"2002-10-26 00:00:00"
"001i000000NuPim","","68118","","Omaha","",0,60,1,"2002-10-26 00:00:00"
"001i000000NuPin","","","","Falkirk","",0,1500,1,"2002-10-26 00:00:00"
"001i000000NuPio","","42303","","Owensboro","",0,500,1,"2002-10-26 00:00:00"
"001i000000NuPip","92101","92075","San Diego","Solana Beach","",0,975,1,"2002-10-26 00:00:00"
"001i000000NuPiq","","6443","","Madison","",0,0.01,1,"2002-10-26 00:00:00"
"001i000000NuPir","","20176","","Leesburg","",0,0,0,""
"001i000000NuPis","","94526","","Danville","",0,0,0,""
"001i000000NuPit","","94549","","Lafayette","",0,0,0,""
"001i000000NuPiu","","94114","","San Francisco","",0,0,0,""
"001i000000NuPiv","","94507","","Alamo","",0,0,0,""
"001i000000NuPiw","","94526","","Danville","",0,0,0,""
"001i000000NuPix","","94525","","Crockett","",0,0,0,""
"001i000000NuPiy","","94510","","Benicia","",0,0,0,""
"001i000000NuPiz","","97701","","Bend","",0,0,0,""
"001i000000NuPj0","","94596","","Walnut Creek","",0,0,0,""
"001i000000NuPj1","","94568","","Dublin","",0,0,0,""
"001i000000NuPj2","","94595","","Walnut Creek","",0,0,0,""
"001i000000NuPj3","","94523","","Pleasant Hill","",0,0,0,""
"001i000000NuPj4","","94549","","Lafayette","",0,0,0,""
"001i000000NuPj5","","94553","","Martinez","",0,0,0,""
"001i000000NuPj6","","94509","","Antioch","",0,0,0,""
"001i000000NuPj7","","94507","","Alamo","",0,0,0,""
"001i000000NuPj8","","94523","","Pleasant Hill","",0,0,0,""
"001i000000NuPj9","","94521","","Concord","",0,0,0,""
"001i000000NuPjA","","94618","","Oakland","",0,0,0,""
"001i000000NuPjB","","94598","","Walnut Creek","",0,0,0,""
"001i000000NuPjC","","95747","","Roseville","",0,0,0,""
"001i000000NuPjD","","94523","","Pleasant Hill","",0,0,0,""
"001i000000NuPjE","","94598","","Walnut Creek","",0,0,0,""
"001i000000NuPjJ","","94523","","Pleasant Hill","",0,0,0,""
"001i000000NuPjK","","94596","","Walnut Creek","",0,0,0,""
"001i000000NuPjL","","94577","","San Leandro","",0,0,0,""
"001i000000NuPjM","","95032","","Los Gatos","",0,400,3,"2003-02-06 00:00:00"
"001i000000NuPjN","","94521","","Concord","",0,0,0,""
"001i000000NuPjO","","94507","","Alamo","",0,0,0,""
"001i000000NuPjP","","94596","","Walnut Creek","",0,0,0,""
"001i000000NuPjQ","","94550","","Livermore","",0,0,0,""
"001i000000NuPjR","","94519","","Concord","",0,0,0,""
"001i000000NuPjS","","94583","","San Ramon","",0,0,0,""
"001i000000NuPjT","","94597","","Walnut Creek","",0,0,0,""
"001i000000NuPjU","","94510","","Benicia","",0,0,0,""
"001i000000NuPjV","","94563","","Orinda","",0,0,0,""
"001i000000NuPjW","","94597","","Walnut Creek","",0,0,0,""
"001i000000NuPjX","","94519","","Concord","",0,0,0,""
"001i000000NuPjY","","94517","","Clayton","",0,0,0,""
"001i000000NuPjZ","","94523","","Pleasant Hill","",0,0,0,""
"001i000000NuPja","","94596","","Walnut Creek","",0,0,0,""
"001i000000NuPjb","","94521","","Concord","",0,0,0,""
"001i000000NuPjc","","94563","","Orinda","",0,0,0,""
"001i000000NuPjd","","94553","","Martinez","",0,0,0,""
"001i000000NuPje","","95762","","El Dorado Hills","",0,0,0,""
"001i000000NuPjf","","94595","","Walnut Creek","",0,0,0,""
"001i000000NuPjg","","94553","","Martinez","",0,0,0,""
"001i000000NuPjh","","94596","","Walnut Creek","",0,0,0,""
"001i000000NuPji","","94556","","Moraga","",0,0,0,""
"001i000000NuPjj","","94523","","Pleasant Hill","",0,0,0,""
"001i000000NuPjk","","94523","","Pleasant Hill","",0,0,0,""
"001i000000NuPjl","","94565","","Pittsburg","",0,0,0,""
"001i000000NuPjm","","94526","","Danville","",0,0,0,""
"001i000000NuPjn","","94596","","Walnut Creek","",0,0,0,""
"001i000000NuPjo","","94596","","Walnut Creek","",0,0,0,""
"001i000000NuPjp","","94553","","Martinez","",0,0,0,""
"001i000000NuPjq","","94563","","Orinda","",0,0,0,""
"001i000000NuPjr","","94595","","Walnut Creek","",0,0,0,""
"001i000000NuPjs","","94597","","Walnut Creek","",0,0,0,""
"001i000000NuPjt","","94618","","Oakland","",50,2000,10,"2003-10-31 00:00:00"
"001i000000NuPju","94112","94111","San Francisco","San Francisco","",0,0,0,""
"001i000000NuPjv","","94611","","Oakland","",0,0,0,""
"001i000000NuPjw","","94526","","Danville","",0,0,0,""
"001i000000NuPjx","","94596","","Walnut Creek","",0,0,0,""
"001i000000NuPjy","","94550","","Livermore","",0,0,0,""
"001i000000NuPjz","","94506","","Danville","",0,0,0,""
"001i000000NuPk0","","94526","","Danville","",0,0,0,""
"001i000000NuPk1","","94563","","Orinda","",0,0,0,""
"001i000000NuPk2","","94960","","San Anselmo","",0,0,0,""
"001i000000NuPk3","","94510","","Benicia","",0,0,0,""
"001i000000NuPk4","","94563","","Orinda","",0,0,0,""
"001i000000NuPk5","","94588","","Pleasanton","",0,0,0,""
"001i000000NuPk6","","94549","","Lafayette","",0,0,0,""
"001i000000NuPk7","","94595","","Walnut Creek","",0,0,0,""
"001i000000NuPk8","","94523","","Pleasant Hill","",0,0,0,""
"001i000000NuPk9","","94518","","Concord","",0,0,0,""
"001i000000NuPkA","","94563","","Orinda","",0,0,0,""
"001i000000NuPkB","","94549","","Lafayette","",0,0,0,""
"001i000000NuPkC","","94523","","Pleasant Hill","",0,0,0,""
"001i000000NuPkD","","94598","","Walnut Creek","",0,0,0,""
"001i000000NuPkE","","94708","","Berkeley","",0,0,0,""
"001i000000NuPkF","","90064","","Los Angeles","",0,0,0,""
"001i000000NuPkG","","94022","","Los Altos","",0,0,0,""
"001i000000NuPkH","","94563","","Orinda","",0,0,0,""
"001i000000NuPkI","","94070","","San Carlos","",0,0,0,""
"001i000000NuPkJ","","94025","","Menlo Park","",0,0,0,""
"001i000000NuPkK","","94028","","Portola Valley","",0,0,0,""
"001i000000NuPkL","","94087","","Sunnyvale","",0,0,0,""
"001i000000NuPkM","","98684","","Vancouver","",0,0,0,""
"001i000000NuPkN","","95959","","Nevada City","",0,0,0,""
"001i000000NuPkO","","94306","","Palo Alto","",0,0,0,""
"001i000000NuPkP","","94404","","San Mateo","",0,0,0,""
"001i000000NuPkQ","","94070","","San Carlos","",0,0,0,""
"001i000000NuPkR","","94070","","San Carlos","",0,0,0,""
"001i000000NuPkS","","97520","","Ashland","",0,0,0,""
"001i000000NuPkT","","94708","","Berkeley","",0,0,0,""
"001i000000NuPkU","","94555","","Fremont","",0,0,0,""
"001i000000NuPkV","","94565","","Pittsburg","",0,0,0,""
"001i000000NuPkW","","10011","","New York","",0,0,0,""
"001i000000NuPkX","","94605","","Oakland","",0,0,0,""
"001i000000NuPkY","","94704","","Berkeley","",0,0,0,""
"001i000000NuPkZ","","54911","","Appleton","",0,0,0,""
"001i000000NuPka","","94578","","San Leandro","",0,0,0,""
"001i000000NuPkb","","94704","","Berkeley","",0,0,0,""
"001i000000NuPkc","","99709","","Fairbanks","",0,0,0,""
"001i000000NuPkd","","94611","","Oakland","",0,0,0,""
"001i000000NuPke","","94703","","Berkeley","",0,0,0,""
"001i000000NuPkf","","94901","","San Rafael","",0,0,0,""
"001i000000NuPkg","","94507","","Alamo","",0,0,0,""
"001i000000NuPkh","","","","Halifax","",0,0,0,""
"001i000000NuPki","","94563","","Orinda","",0,0,0,""
"001i000000NuPkj","","6518","","Hamden","",0,0,0,""
"001i000000NuPkk","94530","94530","El Cerrito","El Cerrito","",0,0,0,""
"001i000000NuPkl","","95033","","Los Gatos","",0,0,0,""
"001i000000NuPkm","","95112","","San Jose","",0,0,0,""
"001i000000NuPkn","","94022","","Los Altos","",0,0,0,""
"001i000000NuPko","","94609","","Oakland","",0,50,1,"2007-09-10 00:00:00"
"001i000000NuPkp","","94611","","Oakland","",0,0,0,""
"001i000000NuPkq","","94118","","San Francisco","",0,0,0,""
"001i000000NuPkr","","94105","","San Francisco","",0,0,0,""
"001i000000NuPks","","94103","","San Francisco","",0,0,0,""
"001i000000NuPkt","","94133","","San Francisco","",0,0,0,""
"001i000000NuPku","","85367","","Yuma","",0,0,0,""
"001i000000NuPkv","","94605","","Oakland","",0,0,0,""
"001i000000NuPkw","","94111","","San Francisco","",0,0,0,""
"001i000000NuPkx","94109","94147","San Francisco","San Francisco","",0,0,0,""
"001i000000NuPky","","94507","","Alamo","",0,0,0,""
"001i000000NuPkz","","95445","","Gualala","",0,0,0,""
"001i000000NuPl0","","94951","","Penngrove","",0,0,0,""
"001i000000NuPl1","","94303","","Palo Alto","",0,0,0,""
"001i000000NuPl2","","94117","","San Francisco","",0,0,0,""
"001i000000NuPl3","","94939","","Larkspur","",0,0,0,""
"001i000000NuPl4","","94525","","Crockett","",0,0,0,""
"001i000000NuPl5","","94117","","San Francisco","",0,0,0,""
"001i000000NuPl6","","98040","","Mercer Island","",0,0,0,""
"001i000000NuPl7","","94518","","Concord","",0,0,0,""
"001i000000NuPl8","","94114","","San Francisco","",0,0,0,""
"001i000000NuPl9","","94709","","Berkeley","",0,0,0,""
"001i000000NuPlA","","94131","","San Francisco","",0,0,0,""
"001i000000NuPlB","","94403","","San Mateo","",0,0,0,""
"001i000000NuPlC","","94558","","Napa","",0,0,0,""
"001i000000NuPlD","","94904","","Greenbrae","",0,0,0,""
"001i000000NuPlE","","94115","","San Francisco","",0,0,0,""
"001i000000NuPlF","","94618","","Oakland","",0,0,0,""
"001i000000NuPlG","","93614","","Coarsegold","",0,0,0,""
"001i000000NuPlH","","94598","","Walnut Creek","",0,0,0,""
"001i000000NuPlI","","94122","","San Francisco","",0,0,0,""
"001i000000NuPlJ","","94118","","San Francisco","",0,0,0,""
"001i000000NuPlK","","94109","","San Francisco","",0,0,0,""
"001i000000NuPlL","","94102","","San Francisco","",0,0,0,""
"001i000000NuPlM","","95129","","San Jose","",0,0,0,""
"001i000000NuPlN","","94403","","San Mateo","",0,0,0,""
"001i000000NuPlO","","94043","","Mountain View","",0,0,0,""
"001i000000NuPlP","","94070","","San Carlos","",0,0,0,""
"001i000000NuPlQ","","92037","","La Jolla","",0,0,0,""
"001i000000NuPlR","","94403","","San Mateo","",0,0,0,""
"001i000000NuPlS","","94040","","Mountain View","",0,0,0,""
"001i000000NuPlT","","95404","","Santa Rosa","",0,0,0,""
"001i000000NuPlU","","60657","","Chicago","",0,0,0,""
"001i000000NuPlV","","95032","","Los Gatos","",0,0,0,""
"001i000000NuPlW","","94404","","San Mateo","",0,0,0,""
"001i000000NuPlX","","95111","","San Jose","",0,0,0,""
"001i000000NuPlY","","7764","","West Long Branch","",0,0,0,""
"001i000000NuPlZ","","94530","","El Cerrito","",0,0,0,""
"001i000000NuPla","","90254","","Hermosa Beach","",0,0,0,""
"001i000000NuPlb","","80906","","Colorado Springs","",0,0,0,""
"001i000000NuPlc","","94601","","Oakland","",0,0,0,""
"001i000000NuPld","","94024","","Los Altos","",0,190,3,"2004-12-27 00:00:00"
"001i000000NuPle","","94026","","Menlo Park","",0,0,0,""
"001i000000NuPlf","","94939","","Larkspur","",0,0,0,""
"001i000000NuPlg","","95466","","Philo","",0,0,0,""
"001i000000NuPlh","","94107","","San Francisco","",0,0,0,""
"001i000000NuPli","","94707","","Berkeley","",0,0,0,""
"001i000000NuPlj","","95616","","Davis","",0,0,0,""
"001i000000NuPlk","","94110","","San Francisco","",0,0,0,""
"001i000000NuPll","","95032","","Los Gatos","",0,0,0,""
"001i000000NuPlm","","94533","","Fairfield","",0,0,0,""
"001i000000NuPln","","94133","","San Francisco","",0,0,0,""
"001i000000NuPlo","","94131","","San Francisco","",0,0,0,""
"001i000000NuPlp","","94563","","Orinda","",0,0,0,""
"001i000000NuPlq","","94538","","Fremont","",0,0,0,""
"001i000000NuPlr","","94117","","San Francisco","",0,250,1,"2008-11-24 00:00:00"
"001i000000NuPls","","94117","","San Francisco","",0,0,0,""
"001i000000NuPlt","","94109","","San Francisco","",0,0,0,""
"001i000000NuPlu","","94901","","San Rafael","",0,116,2,"2003-12-23 00:00:00"
"001i000000NuPlv","","94563","","Orinda","",0,0,0,""
"001i000000NuPlw","","94703","","Berkeley","",0,0,0,""
"001i000000NuPlx","","84109","","Salt Lake City","",0,0,0,""
"001i000000NuPly","","94301","","Palo Alto","",0,0,0,""
"001i000000NuPlz","","94403","","San Mateo","",0,0,0,""
"001i000000NuPm0","","94945","","Novato","",0,0,0,""
"001i000000NuPm1","","94501","","Alameda","",0,0,0,""
"001i000000NuPm2","","94133","","San Francisco","",0,0,0,""
"001i000000NuPm3","","94133","","San Francisco","",0,0,0,""
"001i000000NuPm4","","94707","","Berkeley","",0,0,0,""
"001i000000NuPm5","","95630","","Folsom","",0,0,0,""
"001i000000NuPm6","93436","94303","Lompoc","Palo Alto","",0,127,4,"2005-03-25 00:00:00"
"001i000000NuPm7","94596","94563","Walnut Creek","Orinda","",0,0,0,""
"001i000000NuPm8","","94702","","Berkeley","",0,0,0,""
"001i000000NuPm9","","94123","","San Francisco","",0,0,0,""
"001i000000NuPmA","","94112","","San Francisco","",0,0,0,""
"001i000000NuPmB","","75432","","Cooper","",0,0,0,""
"001i000000NuPmC","","94117","","San Francisco","",0,0,0,""
"001i000000NuPmD","","94107","","San Francisco","",0,0,0,""
"001i000000NuPmE","","94117","","San Francisco","",0,0,0,""
"001i000000NuPmF","","94022","","Los Altos Hills","",0,0,0,""
"001i000000NuPmG","","94523","","Pleasant Hill","",0,0,0,""
"001i000000NuPmH","","94708","","Kensington","",0,0,0,""
"001i000000NuPmI","","94556","","Moraga","",0,0,0,""
"001i000000NuPmJ","","48104","","Ann Arbor","",0,0,0,""
"001i000000NuPmK","","94530","","El Cerrito","",0,0,0,""
"001i000000NuPmL","","94566","","Pleasanton","",0,0,0,""
"001i000000NuPmM","","94131","","San Francisco","",0,0,0,""
"001i000000NuPmN","","94513","","Brentwood","",0,0,0,""
"001i000000NuPmO","","94588","","Pleasanton","",0,0,0,""
"001i000000NuPmP","","94043","","Mountain View","",0,0,0,""
"001i000000NuPmQ","","20111","","Manassas","",0,0,0,""
"001i000000NuPmR","","94002","","Belmont","",0,0,0,""
"001i000000NuPmS","","94117","","San Francisco","",0,0,0,""
"001i000000NuPmX","","94110","","San Francisco","",0,0,0,""
"001i000000NuPmY","","94014","","Daly City","",0,0,0,""
"001i000000NuPmZ","","94122","","San Francisco","",0,0,0,""
"001i000000NuPma","","94610","","Oakland","",0,0,0,""
"001i000000NuPmb","","94555","","Fremont","",0,0,0,""
"001i000000NuPmc","","30329","","Atlanta","",0,0,0,""
"001i000000NuPmd","","95050","","Santa Clara","",0,0,0,""
"001i000000NuPme","","94118","","San Francisco","",0,0,0,""
"001i000000NuPmf","","94062","","Redwood City","",0,0,0,""
"001i000000NuPmg","","94550","","Livermore","",0,0,0,""
"001i000000NuPmh","","94596","","Walnut Creek","",300,5113,10,"2004-06-25 00:00:00"
"001i000000NuPmi","","94550","","Livermore","",0,0,0,""
"001i000000NuPmj","","94597","","Walnut Creek","",0,0,0,""
"001i000000NuPmk","","94115","","San Francisco","",0,0,0,""
"001i000000NuPml","","94306","","Palo Alto","",0,0,0,""
"001i000000NuPmm","","94105","","San Francisco","",0,0,0,""
"001i000000NuPmn","","94577","","San Leandro","",0,0,0,""
"001i000000NuPmo","","94619","","Oakland","",0,0,0,""
"001i000000NuPmp","","94577","","San Leandro","",0,0,0,""
"001i000000NuPmq","","94577","","San Leandro","",0,0,0,""
"001i000000NuPmr","","94610","","Piedmont","",0,0,0,""
"001i000000NuPms","","94122","","San Francisco","",0,0,0,""
"001i000000NuPmt","","94133","","San Francisco","",0,0,0,""
"001i000000NuPmu","","95616","","Davis","",0,0,0,""
"001i000000NuPmv","95924","95924","Cedar Ridge","Cedar Ridge","",0,0,0,""
"001i000000NuPmw","","95006","","Boulder Creek","",0,0,0,""
"001i000000NuPmx","","94555","","Fremont","",0,0,0,""
"001i000000NuPmy","","38655","","Oxford","",0,0,0,""
"001i000000NuPmz","","94024","","Los Altos","",0,0,0,""
"001i000000NuPn0","","59739","","Lima","",0,0,0,""
"001i000000NuPn1","","94115","","San Francisco","",0,0,0,""
"001i000000NuPn2","","94549","","Lafayette","",0,600,5,"2003-06-03 00:00:00"
"001i000000NuPn3","","94546","","Castro Valley","",0,0,0,""
"001i000000NuPn4","","94941","","Mill Valley","",0,0,0,""
"001i000000NuPn5","","94115","","San Francisco","",0,0,0,""
"001i000000NuPn6","","94903","","San Rafael","",0,0,0,""
"001i000000NuPn7","","94114","","San Francisco","",0,0,0,""
"001i000000NuPn8","","94109","","San Francisco","",0,0,0,""
"001i000000NuPn9","","94086","","Sunnyvale","",0,0,0,""
"001i000000NuPnA","","94539","","Fremont","",0,310,2,"2005-03-25 00:00:00"
"001i000000NuPnB","","94062","","Redwood City","",0,0,0,""
"001i000000NuPnC","","19355","","Malvern","",0,0,0,""
"001i000000NuPnD","","94539","","Fremont","",0,0,0,""
"001i000000NuPnE","","94306","","Palo Alto","",0,0,0,""
"001i000000NuPnF","","96122","","Portola","",0,634,5,"2006-09-11 00:00:00"
"001i000000NuPnG","","94024","","Los Altos","",0,0,0,""
"001i000000NuPnH","","94590","","Vallejo","",0,0,0,""
"001i000000NuPnI","","94301","","Palo Alto","",0,0,0,""
"001i000000NuPnJ","","94114","","San Francisco","",0,0,0,""
"001i000000NuPnK","","94117","","San Francisco","",0,0,0,""
"001i000000NuPnL","","94545","","Hayward","",0,0,0,""
"001i000000NuPnM","","94960","","San Anselmo","",0,0,0,""
"001i000000NuPnN","","94583","","San Ramon","",0,0,0,""
"001i000000NuPnO","","94025","","Menlo Park","",0,0,0,""
"001i000000NuPnP","","94954","","Petaluma","",0,0,0,""
"001i000000NuPnQ","","94965","","Sausalito","",0,0,0,""
"001i000000NuPnR","","95625","","Elmira","",0,0,0,""
"001i000000NuPnS","","48864","","Okemos","",0,0,0,""
"001i000000NuPnT","","94501","","Alameda","",0,764,8,"2003-11-16 00:00:00"
"001i000000NuPnU","","94563","","Orinda","",0,0,0,""
"001i000000NuPnV","","94403","","San Mateo","",0,0,0,""
"001i000000NuPnW","","94117","","San Francisco","",0,0,0,""
"001i000000NuPnX","","95032","","Los Gatos","",0,0,0,""
"001i000000NuPnY","","94024","","Los Altos","",0,0,0,""
"001i000000NuPnZ","","79843","","Marfa","",0,0,0,""
"001i000000NuPna","","94024","","Los Altos Hills","",0,0,0,""
"001i000000NuPnb","","94040","","Mountain View","",0,0,0,""
"001i000000NuPnc","","95409","","Santa Rosa","",0,0,0,""
"001i000000NuPnd","","94618","","Oakland","",0,0,0,""
"001i000000NuPne","","94704","","Berkeley","",0,0,0,""
"001i000000NuPnf","","94801","","Richmond","",0,0,0,""
"001i000000NuPng","","94118","","San Francisco","",0,0,0,""
"001i000000NuPnh","","94127","","San Francisco","",0,25,1,"2005-06-09 00:00:00"
"001i000000NuPni","","94109","","San Francisco","",0,0,0,""
"001i000000NuPnj","","94598","","Walnut Creek","",0,280,3,"2003-04-14 00:00:00"
"001i000000NuPnk","","17603","","Lancaster","",0,0,0,""
"001i000000NuPnl","","94121","","San Francisco","",120,1570,12,"2003-12-18 00:00:00"
"001i000000NuPnm","","94708-1802","","Berkeley","",0,0,0,""
"001i000000NuPnn","","95476","","Sonoma","",0,0,0,""
"001i000000NuPno","","94114","","San Francisco","",0,0,0,""
"001i000000NuPnp","","94709","","Berkeley","",0,0,0,""
"001i000000NuPnq","","94618","","Oakland","",100,1400,8,"2003-12-18 00:00:00"
"001i000000NuPnr","94114-3310","94108","San Francisco","San Francisco","",0,512,5,"2005-05-16 00:00:00"
"001i000000NuPns","","94080","","South San Francisco","",0,0,0,""
"001i000000NuPnt","","95476","","Sonoma","",0,0,0,""
"001i000000NuPnu","","94937","","Inverness","",0,0,0,""
"001i000000NuPnv","","94920","","Tiburon","",0,0,0,""
"001i000000NuPnw","","94606","","Oakland","",0,0,0,""
"001i000000NuPnx","","95864","","Sacramento","",0,0,0,""
"001i000000NuPny","","94611","","Oakland","",0,0,0,""
"001i000000NuPnz","","94611","","Oakland","",0,0,0,""
"001i000000NuPo0","","94110","","San Francisco","",0,0,0,""
"001i000000NuPo1","","94960","","San Anselmo","",0,0,0,""
"001i000000NuPo2","","94116","","San Francisco","",0,0,0,""
"001i000000NuPo3","","94509","","Antioch","",0,0,0,""
"001i000000NuPo4","94062","95129","Redwood City","San Jose","",0,0,0,""
"001i000000NuPo5","","94022","","Los Altos","",0,0,0,""
"001i000000NuPo6","","5060","","Randolph","",0,0,0,""
"001i000000NuPo7","","94523","","Pleasant Hill","",0,0,0,""
"001i000000NuPo8","","94518","","Concord","",0,0,0,""
"001i000000NuPo9","","94705","","Berkeley","",0,0,0,""
"001i000000NuPoA","","94618","","Oakland","",0,0,0,""
"001i000000NuPoB","","94619","","Oakland","",0,0,0,""
"001i000000NuPoC","","94611","","Oakland","",0,534,5,"2006-11-03 00:00:00"
"001i000000NuPoD","","94065","","Redwood City","",0,0,0,""
"001i000000NuPoE","","94521","","Concord","",0,0,0,""
"001i000000NuPoF","","95389","","Yosemite","",0,0,0,""
"001i000000NuPoG","","94598","","Walnut Creek","",0,0,0,""
"001i000000NuPoH","","94577","","San Leandro","",0,0,0,""
"001i000000NuPoI","","93704","","Fresno","",0,0,0,""
"001i000000NuPoJ","","94553","","Martinez","",0,0,0,""
"001i000000NuPoK","","94596","","Walnut Creek","",0,0,0,""
"001i000000NuPoL","","94588","","Pleasanton","",0,0,0,""
"001i000000NuPoM","","94702","","Berkeley","",0,0,0,""
"001i000000NuPoN","","94598","","Walnut Creek","",0,0,0,""
"001i000000NuPoO","","94708","","Berkeley","",0,0,0,""
"001i000000NuPoP","","93921","","Carmel","",0,0,0,""
"001i000000NuPoQ","","94611","","Oakland","",0,0,0,""
"001i000000NuPoR","","94595","","Walnut Creek","",0,0,0,""
"001i000000NuPoS","","94596","","Walnut Creek","",0,0,0,""
"001i000000NuPoT","","94611","","Oakland","",0,0,0,""
"001i000000NuPoU","","94521","","Concord","",0,34,1,"2003-08-14 00:00:00"
"001i000000NuPoV","","94506","","Danville","",0,0,0,""
